noise_sigma,trial,signal_seed,ceemdan_noise_seed,method,parameter,baseline_mse,ceemdan_reconstruction_error,ceemdan_seconds
0.1,38,20281239,120281239,hcrd_centered,none,0.9217431083894789,0.0,1.7046277000335976
0.1,38,20281239,120281239,hcrd_thresholded,z=3.5,0.00562268076021159,0.0,1.7046277000335976
0.1,39,20281240,120281240,ceemdan_final,tail=1,0.025325465752587897,0.0,1.4716902000363916
0.1,39,20281240,120281240,ceemdan_oracle_tail,tail=1,0.025325465752587897,0.0,1.4716902000363916
0.1,39,20281240,120281240,hcrd_centered,none,1.0470355294635443,0.0,1.4716902000363916
0.1,39,20281240,120281240,hcrd_thresholded,z=3.5,0.012628285132955178,0.0,1.4716902000363916
0.1,40,20281241,120281241,ceemdan_final,tail=1,0.014093060104190463,0.0,1.4385824999772012
0.1,40,20281241,120281241,ceemdan_oracle_tail,tail=1,0.014093060104190463,0.0,1.4385824999772012
0.1,40,20281241,120281241,hcrd_centered,none,0.6313180607790224,0.0,1.4385824999772012
0.1,40,20281241,120281241,hcrd_thresholded,z=3.5,0.005432409727595888,0.0,1.4385824999772012
0.1,41,20281242,120281242,ceemdan_final,tail=1,0.008009799615534354,0.0,1.8045521000167355
0.1,41,20281242,120281242,ceemdan_oracle_tail,tail=1,0.008009799615534354,0.0,1.8045521000167355
0.1,41,20281242,120281242,hcrd_centered,none,0.5040156973725227,0.0,1.8045521000167355
0.1,41,20281242,120281242,hcrd_thresholded,z=3.5,0.0030020910261419065,0.0,1.8045521000167355
0.1,42,20281243,120281243,ceemdan_final,tail=1,0.0064790337205536865,0.0,1.5934165999060497
0.1,42,20281243,120281243,ceemdan_oracle_tail,tail=1,0.0064790337205536865,0.0,1.5934165999060497
0.1,42,20281243,120281243,hcrd_centered,none,0.7712963586999096,0.0,1.5934165999060497
0.1,42,20281243,120281243,hcrd_thresholded,z=3.5,0.009520304885297846,0.0,1.5934165999060497
0.1,43,20281244,120281244,ceemdan_final,tail=1,0.013291243902491676,0.0,1.5161416999762878
0.1,43,20281244,120281244,ceemdan_oracle_tail,tail=1,0.013291243902491676,0.0,1.5161416999762878
0.1,43,20281244,120281244,hcrd_centered,none,0.743317993218933,0.0,1.5161416999762878
0.1,43,20281244,120281244,hcrd_thresholded,z=3.5,0.0030692288533485114,0.0,1.5161416999762878
0.1,44,20281245,120281245,ceemdan_final,tail=1,0.002735740419886404,0.0,1.74077929998748
0.1,44,20281245,120281245,ceemdan_oracle_tail,tail=1,0.002735740419886404,0.0,1.74077929998748
0.1,44,20281245,120281245,hcrd_centered,none,0.838264356546758,0.0,1.74077929998748
0.1,44,20281245,120281245,hcrd_thresholded,z=3.5,0.010419258043007133,0.0,1.74077929998748
0.1,45,20281246,120281246,ceemdan_final,tail=1,0.12491213667599421,0.0,1.4682356999255717
0.1,45,20281246,120281246,ceemdan_oracle_tail,tail=1,0.12491213667599421,0.0,1.4682356999255717
0.1,45,20281246,120281246,hcrd_centered,none,0.7360174954130366,0.0,1.4682356999255717
0.1,45,20281246,120281246,hcrd_thresholded,z=3.5,0.00010518487367612385,0.0,1.4682356999255717
0.1,46,20281247,120281247,ceemdan_final,tail=1,0.048008080999998363,0.0,1.387867399957031
0.1,46,20281247,120281247,ceemdan_oracle_tail,tail=1,0.048008080999998363,0.0,1.387867399957031
0.1,46,20281247,120281247,hcrd_centered,none,0.5520914349301299,0.0,1.387867399957031
0.1,46,20281247,120281247,hcrd_thresholded,z=3.5,0.011190032894409495,0.0,1.387867399957031
0.1,47,20281248,120281248,ceemdan_final,tail=1,0.0010227770108208946,0.0,1.3233528001001105
0.1,47,20281248,120281248,ceemdan_oracle_tail,tail=1,0.0010227770108208946,0.0,1.3233528001001105
0.1,47,20281248,120281248,hcrd_centered,none,0.7755067891197734,0.0,1.3233528001001105
0.1,47,20281248,120281248,hcrd_thresholded,z=3.5,0.0018561664515335382,0.0,1.3233528001001105
0.1,48,20281249,120281249,ceemdan_final,tail=1,0.00020568367550899557,0.0,1.2721793999662623
0.1,48,20281249,120281249,ceemdan_oracle_tail,tail=1,0.00020568367550899557,0.0,1.2721793999662623
0.1,48,20281249,120281249,hcrd_centered,none,0.7186093658629225,0.0,1.2721793999662623
0.1,48,20281249,120281249,hcrd_thresholded,z=3.5,0.0009557468439447732,0.0,1.2721793999662623
0.1,49,20281250,120281250,ceemdan_final,tail=1,0.014853613437288343,0.0,1.2372682000277564
0.1,49,20281250,120281250,ceemdan_oracle_tail,tail=1,0.014853613437288343,0.0,1.2372682000277564
0.1,49,20281250,120281250,hcrd_centered,none,0.6384876732095093,0.0,1.2372682000277564
0.1,49,20281250,120281250,hcrd_thresholded,z=3.5,0.015135770860812772,0.0,1.2372682000277564
