noise_sigma,latent_index,method,mean_pairwise_jaccard,mean_knot_count,mean_target_knot_f1,mean_pointwise_baseline_variance
0.05,18,hcrd_guided,0.5646627482901994,12.7,0.3090299277605779,0.03949927926617224
0.05,18,hcrd_adaptive_guided,1.0,9.0,0.5571428571428572,0.000459508394069005
0.05,19,hcrd_raw,0.9473208046039443,121.9,0.11034582184321237,0.0015901608387251867
0.05,19,hcrd_robust,1.0,2.0,0.0,0.0015288199472253893
0.05,19,hcrd_guided,0.6127462870806525,13.8,0.1949425479920836,0.05897751483621172
0.05,19,hcrd_adaptive_guided,1.0,9.0,0.42857142857142855,0.0006234177731659715
0.05,20,hcrd_raw,0.9422697971628338,122.6,0.10663980304094342,0.0015787897211331444
0.05,20,hcrd_robust,1.0,2.0,0.0,0.0007610699703260296
0.05,20,hcrd_guided,0.5758703812909179,13.3,0.3851116762494471,0.03553478947125105
0.05,20,hcrd_adaptive_guided,1.0,9.0,0.8857142857142856,0.0008000089471969246
0.05,21,hcrd_raw,0.9421641757014836,121.9,0.11035433103643433,0.0015460277424212718
0.05,21,hcrd_robust,1.0,2.0,0.0,0.0018353733297699136
0.05,21,hcrd_guided,0.7549707373236784,11.8,0.3606148950808393,0.026423552169266104
0.05,21,hcrd_adaptive_guided,1.0,9.0,0.41428571428571426,0.0006291585188521485
0.05,22,hcrd_raw,0.9294495545270922,121.4,0.11077499113951716,0.0017419123780393188
0.05,22,hcrd_robust,1.0,2.0,0.0,0.002471948472519787
0.05,22,hcrd_guided,0.7711494170317699,11.5,0.6187908496732025,0.032726881622628504
0.05,22,hcrd_adaptive_guided,1.0,9.0,0.8,0.0016626287092793817
0.05,23,hcrd_raw,0.9321109819941864,121.5,0.10908056649168854,0.0018304501442280234
0.05,23,hcrd_robust,1.0,2.0,0.0,0.003208789901637074
0.05,23,hcrd_guided,0.6366638919502697,12.1,0.5644994840041279,0.021536895096912183
0.05,23,hcrd_adaptive_guided,1.0,9.0,0.7,0.0011069646693130973
0.05,24,hcrd_raw,0.9460370143565081,122.1,0.11018466198064321,0.0017913869688965566
0.05,24,hcrd_robust,1.0,2.0,0.0,0.0018967948333155436
0.05,24,hcrd_guided,0.408732581780188,14.9,0.35557536793234734,0.043363944218417425
0.05,24,hcrd_adaptive_guided,0.9911111111111112,9.0,0.6142857142857142,0.0005615024585801237
0.05,25,hcrd_raw,0.9356634121782179,121.6,0.10741635379076216,0.0017204299293063527
0.05,25,hcrd_robust,0.9333333333333333,2.1,0.0,0.01809826936794563
0.05,25,hcrd_guided,0.4432369272251042,14.0,0.45408668730650154,0.048444841765295676
0.05,25,hcrd_adaptive_guided,0.9777777777777777,9.0,0.7,0.0007188761099629946
0.05,26,hcrd_raw,0.9406011889566345,121.8,0.11041953299184377,0.001512838168313909
0.05,26,hcrd_robust,0.9333333333333333,2.1,0.0,0.04211765757401699
0.05,26,hcrd_guided,0.6657401128092564,12.6,0.40806673546611627,0.02786804264570587
0.05,26,hcrd_adaptive_guided,1.0,9.0,0.7714285714285714,0.0007583864245217239
0.05,27,hcrd_raw,0.9301281821028927,121.1,0.10472055749168281,0.001526402670378279
0.05,27,hcrd_robust,1.0,2.0,0.0,0.002041256363184451
0.05,27,hcrd_guided,0.6750639482063631,12.6,0.2271482628138975,0.03776482158348076
0.05,27,hcrd_adaptive_guided,0.9955555555555555,9.0,0.2857142857142857,0.0013522060978759182
0.05,28,hcrd_raw,0.9405730150128535,122.1,0.11016250207565015,0.0016563576471665432
0.05,28,hcrd_robust,0.9333333333333333,2.1,0.0,0.05405820604998204
0.05,28,hcrd_guided,0.7984076000252471,11.5,0.29390522875816993,0.023336028530470475
0.05,28,hcrd_adaptive_guided,1.0,9.0,0.48571428571428565,0.0017411755884318442
0.05,29,hcrd_raw,0.9424553836181789,122.5,0.1082482344717007,0.0015384947458759483
0.05,29,hcrd_robust,1.0,2.0,0.0,0.0007406271554915193
0.05,29,hcrd_guided,0.5525651988190686,13.0,0.3406888544891641,0.036457998039896716
0.05,29,hcrd_adaptive_guided,0.9955555555555555,9.0,0.4714285714285714,0.0008225824517306841
0.1,0,hcrd_raw,0.9446774175573487,122.6,0.10503168222258355,0.006729868053410107
0.1,0,hcrd_robust,1.0,2.0,0.0,0.006317077307116852
0.1,0,hcrd_guided,0.32555629055137114,23.2,0.170872814410078,0.04940041955571889
0.1,0,hcrd_adaptive_guided,1.0,9.0,0.8428571428571427,0.00048080481647242226
0.1,1,hcrd_raw,0.9467304889715793,122.9,0.10630995458702128,0.005968525150277408
0.1,1,hcrd_robust,1.0,2.0,0.0,0.004936807791878683
0.1,1,hcrd_guided,0.30747224236655746,20.6,0.23674200057258524,0.06222952501093666
0.1,1,hcrd_adaptive_guided,1.0,9.0,0.5999999999999999,0.0006682955925245727
0.1,2,hcrd_raw,0.9480006657641007,123.5,0.10897987615793729,0.006865450471948282
0.1,2,hcrd_robust,1.0,2.0,0.0,0.006144845696379456
0.1,2,hcrd_guided,0.2720852431109798,24.0,0.1614636755532195,0.03904767332359325
0.1,2,hcrd_adaptive_guided,1.0,9.0,0.5714285714285714,0.0004142274629015351
0.1,3,hcrd_raw,0.9626743080586679,124.3,0.1067696977921481,0.005806880248536937
0.1,3,hcrd_robust,0.9333333333333333,2.1,0.0,0.0911039891024229
0.1,3,hcrd_guided,0.2947021641618203,24.1,0.327995675091386,0.049180785547112874
0.1,3,hcrd_adaptive_guided,1.0,9.0,0.7999999999999999,0.0005287825040005291
0.1,4,hcrd_raw,0.953239951502478,123.4,0.10905701023020195,0.006406156480323498
0.1,4,hcrd_robust,1.0,2.0,0.0,0.008570610901422252
0.1,4,hcrd_guided,0.261444521697846,25.7,0.20417166444975118,0.043897485227603984
0.1,4,hcrd_adaptive_guided,1.0,9.0,0.8428571428571427,0.00022063256487288595
0.1,5,hcrd_raw,0.9501521398900217,123.4,0.10593296548158752,0.00635607542953036
0.1,5,hcrd_robust,1.0,2.0,0.0,0.0057685784358236175
0.1,5,hcrd_guided,0.34046377363354524,22.6,0.17450237182995804,0.05419930906757731
0.1,5,hcrd_adaptive_guided,1.0,9.0,0.8428571428571427,0.0002656755320056835
0.1,6,hcrd_raw,0.9434008179940114,122.5,0.10983964905332078,0.006646633989638547
0.1,6,hcrd_robust,1.0,2.0,0.0,0.008719904051475836
0.1,6,hcrd_guided,0.26525738747726096,23.3,0.27719313957578695,0.059885933280344986
0.1,6,hcrd_adaptive_guided,1.0,9.0,0.8857142857142858,0.0006748980994040232
0.1,7,hcrd_raw,0.9514651651910445,123.7,0.10880780473520799,0.007095079845253763
0.1,7,hcrd_robust,0.9333333333333331,2.1,0.0,0.006030745978950999
0.1,7,hcrd_guided,0.2723789426096922,25.5,0.17273508563831147,0.04157539546065091
0.1,7,hcrd_adaptive_guided,1.0,9.0,0.7142857142857142,0.0005333621518162919
0.1,8,hcrd_raw,0.9546894015510059,123.1,0.10931031101445846,0.006543167473009943
0.1,8,hcrd_robust,1.0,2.0,0.0,0.0037989818507966847
0.1,8,hcrd_guided,0.23944565415597882,24.1,0.2899092816785024,0.03336405968252772
0.1,8,hcrd_adaptive_guided,1.0,9.0,0.48571428571428577,0.0003644635415851008
0.1,9,hcrd_raw,0.9478484032561592,122.3,0.10999419698264461,0.005996763198054211
0.1,9,hcrd_robust,1.0,2.0,0.0,0.005803853187416794
0.1,9,hcrd_guided,0.2909463206630412,23.9,0.28518207303552134,0.057213212893750705
0.1,9,hcrd_adaptive_guided,1.0,9.0,0.9,0.0006230133869033087
0.1,10,hcrd_raw,0.9381979720287107,122.1,0.11016787676439097,0.006005423074107424
0.1,10,hcrd_robust,1.0,2.0,0.0,0.0036131352246945975
0.1,10,hcrd_guided,0.30233841200519435,21.0,0.2433034574524152,0.08548769659000698
0.1,10,hcrd_adaptive_guided,1.0,9.0,0.7857142857142856,0.0010750589771589506
0.1,11,hcrd_raw,0.9559419975280867,123.7,0.1087920527198222,0.006509073587262357
0.1,11,hcrd_robust,1.0,2.0,0.0,0.005334029482880101
0.1,11,hcrd_guided,0.2768830233682278,23.6,0.2437784025392479,0.049556018679216565
0.1,11,hcrd_adaptive_guided,1.0,9.0,0.5428571428571428,0.0008342061320277094
0.1,12,hcrd_raw,0.9672720116582649,124.9,0.10779117695594272,0.006790598857292051
0.1,12,hcrd_robust,1.0,2.0,0.0,0.0077782824802490325
0.1,12,hcrd_guided,0.2786028443549726,21.7,0.2660100014927601,0.07736615150209172
0.1,12,hcrd_adaptive_guided,1.0,9.0,0.7285714285714286,0.0008457205328433472
0.1,13,hcrd_raw,0.9509956374964778,123.0,0.10941304449371633,0.006266222487057308
0.1,13,hcrd_robust,1.0,2.0,0.0,0.005379361589739982
0.1,13,hcrd_guided,0.29103984208351646,21.4,0.35339975455064965,0.06927404055340626
0.1,13,hcrd_adaptive_guided,1.0,9.0,1.0,0.0007124650195874048
0.1,14,hcrd_raw,0.9502433155868956,122.8,0.10799683378597527,0.006843288114266237
0.1,14,hcrd_robust,1.0,2.0,0.0,0.005232496671503578
0.1,14,hcrd_guided,0.2813252592305389,20.5,0.29936119436119435,0.07873560091944758
0.1,14,hcrd_adaptive_guided,1.0,9.0,0.7571428571428571,0.0008995626976406624
0.1,15,hcrd_raw,0.9474475284907619,123.1,0.10932263825148822,0.006806411571879456
0.1,15,hcrd_robust,1.0,2.0,0.0,0.007207085967159776
0.1,15,hcrd_guided,0.2750729138109943,22.1,0.26557635467980295,0.071446116262358
0.1,15,hcrd_adaptive_guided,1.0,9.0,1.0,0.0006592871982890194
0.1,16,hcrd_raw,0.9520900087141884,123.5,0.10738415178436223,0.006663515544744833
0.1,16,hcrd_robust,0.9333333333333331,2.1,0.0,0.002724051492241345
0.1,16,hcrd_guided,0.2549147572493391,25.4,0.24336887801153648,0.032054559839213216
0.1,16,hcrd_adaptive_guided,1.0,9.0,0.4428571428571428,0.0002013083905261357
0.1,17,hcrd_raw,0.94833168489686,122.7,0.10495286688962968,0.006186018467394459
0.1,17,hcrd_robust,1.0,2.0,0.0,0.00729137331584357
0.1,17,hcrd_guided,0.26585538246606194,23.1,0.24536288998357966,0.060791088169538654
0.1,17,hcrd_adaptive_guided,1.0,9.0,0.8142857142857143,0.0006688053185202635
0.1,18,hcrd_raw,0.9511046526554253,122.7,0.10965343316499912,0.00655508421544614
0.1,18,hcrd_robust,1.0,2.0,0.0,0.006043255189108922
0.1,18,hcrd_guided,0.29297639568387485,25.1,0.1678242705043726,0.03992039122709646
0.1,18,hcrd_adaptive_guided,1.0,9.0,1.0,0.00038679494949274987
0.1,19,hcrd_raw,0.9517829390501813,122.7,0.10965495627894455,0.006669662453896815
0.1,19,hcrd_robust,0.9333333333333333,2.1,0.0,0.004193262636013041
0.1,19,hcrd_guided,0.2724804302973517,22.3,0.19124623524623527,0.04371294275788796
0.1,19,hcrd_adaptive_guided,1.0,9.0,0.8,0.000604258679194139
0.1,20,hcrd_raw,0.9587156604027011,123.7,0.1087974591996473,0.006007591000826776
0.1,20,hcrd_robust,1.0,2.0,0.0,0.008410524303764684
0.1,20,hcrd_guided,0.251945131852993,24.1,0.2562602774393653,0.05415939545063167
0.1,20,hcrd_adaptive_guided,0.9911111111111112,9.0,1.0,0.0005597894996629595
0.1,21,hcrd_raw,0.9477443306257867,122.9,0.10947743697924786,0.006375944805098739
0.1,21,hcrd_robust,1.0,2.0,0.0,0.0062728170352146775
0.1,21,hcrd_guided,0.3179773290224318,21.4,0.2896172627971728,0.09069126049535338
0.1,21,hcrd_adaptive_guided,1.0,9.0,0.9857142857142858,0.00046162952434292836
0.1,22,hcrd_raw,0.9534136518729646,122.8,0.10955808587153351,0.006319081104082447
0.1,22,hcrd_robust,1.0,2.0,0.0,0.008104197666881323
0.1,22,hcrd_guided,0.3076474941256143,18.7,0.38368435911914167,0.10610986277426569
0.1,22,hcrd_adaptive_guided,1.0,9.0,0.8714285714285713,0.0010927760800646927
0.1,23,hcrd_raw,0.962230979063325,123.9,0.10708000994229479,0.006441302442210979
0.1,23,hcrd_robust,1.0,2.0,0.0,0.004200245613136997
0.1,23,hcrd_guided,0.2725688843000978,21.4,0.29577897195007996,0.08890352491140724
0.1,23,hcrd_adaptive_guided,1.0,9.0,0.8,0.0006241410331533804
0.1,24,hcrd_raw,0.9572347215278643,124.0,0.1069789822037072,0.007440853441698237
0.1,24,hcrd_robust,1.0,2.0,0.0,0.0061112143547901975
0.1,24,hcrd_guided,0.27092535190304934,27.1,0.2135846707982414,0.021984578952386175
0.1,24,hcrd_adaptive_guided,1.0,9.0,0.7142857142857143,0.00020986262953290972
0.1,25,hcrd_raw,0.9538227709103566,123.0,0.10939245627894456,0.006314926810347188
0.1,25,hcrd_robust,1.0,2.0,0.0,0.003385968345208439
0.1,25,hcrd_guided,0.2855977874988721,25.1,0.2606591077628341,0.04903835287010828
0.1,25,hcrd_adaptive_guided,1.0,9.0,0.7999999999999999,0.00045090606417380613
0.1,26,hcrd_raw,0.9564514565887596,123.6,0.10730902753323097,0.00624429491018959
0.1,26,hcrd_robust,1.0,2.0,0.0,0.00690605118121962
0.1,26,hcrd_guided,0.2918075303085618,21.9,0.2796002664310445,0.07605841869546102
0.1,26,hcrd_adaptive_guided,1.0,9.0,0.8714285714285713,0.0002920353409914433
0.1,27,hcrd_raw,0.9525015310362189,123.2,0.10612465558207622,0.005855422507749099
0.1,27,hcrd_robust,1.0,2.0,0.0,0.011155423037306805
0.1,27,hcrd_guided,0.30779715387830403,21.7,0.23514139084303998,0.07210721068287339
0.1,27,hcrd_adaptive_guided,0.9955555555555555,9.0,0.3857142857142856,0.0009335135241014725
0.1,28,hcrd_raw,0.949184602459595,122.6,0.10655502046658642,0.006241689301122744
0.1,28,hcrd_robust,1.0,2.0,0.0,0.0026310358435012128
0.1,28,hcrd_guided,0.3370568047113382,19.3,0.24849303919468832,0.1015400557169393
0.1,28,hcrd_adaptive_guided,0.9955555555555555,9.0,0.7571428571428571,0.0007036736816383404
0.1,29,hcrd_raw,0.9563290360266348,123.4,0.10905585713246382,0.006117486446341221
0.1,29,hcrd_robust,1.0,2.0,0.0,0.00454692683705896
0.1,29,hcrd_guided,0.28430038777737776,22.6,0.22950256711046904,0.06650772242315929
0.1,29,hcrd_adaptive_guided,0.9955555555555555,9.0,0.8428571428571427,0.0007204125013865186
