tsb_ad_file,tsb_uad_file,point_anom,type_an,length,maximum_signal_match_error,IFOREST,LOF,MP,NORMA,IFOREST1,HBOS,OCSVM,PCA,AE,CNN,LSTM,POLY
303_UCR_id_1_Medical_tr_2499_1st_8000.csv,174_UCR_Anomaly_insectEPG2_3700_8000_8025.out,0,sequence,9998,0.0,0.602604709,0.8915597,0.38486883,0.099336591,0.01277099,0.488571088,0.001272571,0.001251438,0.181182346,0.013408758,0.014959365,0.001353139
306_UCR_id_4_Medical_tr_2507_1st_8500.csv,069_UCR_Anomaly_DISTORTEDinsectEPG5_3200_8500_8501.out,1,point,10028,0.0,0.000428449,0.055555556,0.016666667,0.014705882,0.000101833,0.000107573,0.005555556,5.39e-05,0.125,0.000156299,7.65e-05,0.008333333
308_UCR_id_6_Facility_tr_20000_1st_56600.csv,002_UCR_Anomaly_DISTORTED2sddb40_35000_56600_56900.out,0,sequence,80001,0.0,0.001896327,0.040291805,0.931178376,0.02322549,0.002105993,0.001910482,0.030233704,0.001884601,0.014618411,0.004664366,0.008220869,0.002022637
314_UCR_id_12_HumanActivity_tr_16250_1st_38500.csv,059_UCR_Anomaly_DISTORTEDgait1_20000_38500_38800.out,0,sequence,65000,0.0,0.004886249,0.006932876,0.007258908,0.013100783,0.004472715,0.00425401,0.003856486,0.004572843,0.003975524,0.004019895,0.004399675,0.003038172
317_UCR_id_15_HumanActivity_tr_16000_1st_38400.csv,064_UCR_Anomaly_DISTORTEDgaitHunt3_23400_38400_39200.out,0,sequence,64000,0.0,0.042626503,0.332589597,0.046918678,0.025251847,0.020843742,0.165775577,0.009856341,0.008656713,0.011481128,0.013875007,0.012296197,0.010440689
318_UCR_id_16_Medical_tr_2499_1st_7000.csv,107_UCR_Anomaly_NOISEinsectEPG3_5200_7000_7050.out,0,sequence,9998,0.0,0.023799896,0.023152585,0.012370894,0.00673425,0.00799249,0.069595269,0.003573814,0.024260555,0.006158597,0.006563627,0.005544881,0.026713088
320_UCR_id_18_Medical_tr_2500_1st_7000.csv,065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030.out,0,sequence,10001,0.0,0.020517952,0.586018282,0.543942418,0.218307756,0.003596286,0.004252055,0.007361618,0.010671391,0.113512819,0.006178801,0.003083647,0.011128781
321_UCR_id_19_Medical_tr_1875_1st_4485.csv,029_UCR_Anomaly_DISTORTEDInternalBleeding18_2300_4485_4587.out,0,sequence,7500,0.0,0.008476809,0.043288298,0.300698136,0.035429204,0.015305659,0.007362581,0.009417242,0.007926294,0.016425127,0.014112855,0.076390139,0.01570973
322_UCR_id_20_Facility_tr_7482_1st_24005.csv,047_UCR_Anomaly_DISTORTEDPowerDemand4_18000_24005_24077.out,0,sequence,29931,0.0,0.001778193,0.940870365,0.626070295,0.065544716,0.002653829,0.002475613,0.001279307,0.001520048,0.067096245,0.10307031,0.028101466,0.005735423
324_UCR_id_22_Medical_tr_1875_1st_5865.csv,143_UCR_Anomaly_InternalBleeding8_2500_5865_5974.out,0,sequence,7501,0.0,0.019296794,0.934993806,0.474698111,0.081977027,0.014317627,0.012158558,0.138131467,0.008408967,0.01990056,0.013308632,0.011377982,0.011621266
325_UCR_id_23_Medical_tr_3000_1st_6168.csv,127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212.out,0,sequence,12000,0.0,0.002377511,0.186979747,0.263079091,0.969625642,0.003894601,0.001835767,0.002121471,0.002585877,0.046326148,0.465308833,0.003468786,0.003030007
