noise_sigma,regularization,latent_index,repetition,baseline_mse,guide_mse,target_knot_f1,knot_count
0.01,0.003,4,2,0.03658193279192236,0.7864276975824614,0.5714285714285714,9
0.01,0.003,4,3,0.029076945396922734,0.7856620294954826,0.8571428571428571,9
0.01,0.003,4,4,0.04086592462385531,0.7862267184501692,0.5714285714285714,9
0.01,0.003,5,0,0.06827251751337736,0.7917311692448071,0.42857142857142855,9
0.01,0.003,5,1,0.06770466218384039,0.7942662248722268,0.42857142857142855,9
0.01,0.003,5,2,0.06292807438096197,0.7950203169422502,0.5333333333333333,10
0.01,0.003,5,3,0.07026417900395913,0.793491495589729,0.42857142857142855,9
0.01,0.003,5,4,0.06389650110395075,0.793592590242415,0.5714285714285714,9
0.01,0.003,6,0,0.0424717078606615,0.7640564119577599,0.5714285714285714,9
0.01,0.003,6,1,0.03839278599678559,0.7632696098200988,0.5714285714285714,9
0.01,0.003,6,2,0.038372174298789016,0.7629625200687984,0.5714285714285714,9
0.01,0.003,6,3,0.03871218355402933,0.7642169927892699,0.5714285714285714,9
0.01,0.003,6,4,0.038114932017478995,0.7632804961597982,0.5714285714285714,9
0.01,0.003,7,0,0.03596144817718901,0.7936722984946217,0.7142857142857143,9
0.01,0.003,7,1,0.037377630523078534,0.7927665999986887,0.6666666666666666,10
0.01,0.003,7,2,0.04635001364734059,0.7944940791211957,0.5714285714285714,9
0.01,0.003,7,3,0.03171301610992132,0.795170885472848,0.7142857142857143,9
0.01,0.003,7,4,0.03681373520521123,0.7932323014543011,0.7142857142857143,9
0.01,0.01,0,0,0.10136726617611536,0.7156795663601622,0.2857142857142857,9
0.01,0.01,0,1,0.10076144852916985,0.7161363807157989,0.2857142857142857,9
0.01,0.01,0,2,0.10228467824182996,0.7162117500153363,0.2857142857142857,9
0.01,0.01,0,3,0.104496547199901,0.7149963008735211,0.2857142857142857,9
0.01,0.01,0,4,0.10239397762608976,0.7160008528176152,0.2857142857142857,9
0.01,0.01,1,0,0.02403468662906222,0.8585489933758271,0.7142857142857143,9
0.01,0.01,1,1,0.024512953002842838,0.8634058560041895,0.7142857142857143,9
0.01,0.01,1,2,0.023942378698889415,0.8622861044048644,0.7142857142857143,9
0.01,0.01,1,3,0.024361400568019182,0.8615644629973052,0.7142857142857143,9
0.01,0.01,1,4,0.024248994525992187,0.8612963834500672,0.7142857142857143,9
0.01,0.01,2,0,0.05239899327727188,0.6767666792815069,0.5714285714285714,9
