noise_sigma,ratio,regularization,latent_index,repetition,baseline_mse,guide_mse,target_knot_f1,knot_count
0.03,10.0,0.3,2,3,0.6078035546202548,0.7397060914242899,0.0,9
0.03,10.0,0.3,2,4,0.9679693520105859,0.7367349603445137,0.0,9
0.03,10.0,0.3,3,0,0.44239702000808595,0.5648722153311158,0.0,9
0.03,10.0,0.3,3,1,0.8686517902792928,0.5742512459715547,0.0,9
0.03,10.0,0.3,3,2,0.5397199521698745,0.5671497660283442,0.0,9
0.03,10.0,0.3,3,3,0.38628514019042975,0.5689449236506476,0.0,9
0.03,10.0,0.3,3,4,0.4859776237731701,0.5677399637196368,0.0,9
0.03,10.0,0.3,4,0,1.4396429258321761,0.8365949025453384,0.0,9
0.03,10.0,0.3,4,1,0.7963431531059247,0.834991361671408,0.0,9
0.03,10.0,0.3,4,2,0.7194111856079256,0.8268104412843809,0.0,9
0.03,10.0,0.3,4,3,0.6579523702381951,0.8308630539345048,0.0,9
0.03,10.0,0.3,4,4,0.7697617599784474,0.8378509458831374,0.0,9
0.03,10.0,0.3,5,0,0.616787789871708,0.6726973267860686,0.0,9
0.03,10.0,0.3,5,1,0.5983235497922814,0.6656768857451538,0.0,9
0.03,10.0,0.3,5,2,0.40576257554423323,0.6671424041595262,0.0,9
0.03,10.0,0.3,5,3,0.46364447729463093,0.670746895829078,0.0,9
0.03,10.0,0.3,5,4,0.6095547540406892,0.6673990361953449,0.0,9
0.03,10.0,0.3,6,0,0.6370784576168568,0.6735735124038514,0.0,9
0.03,10.0,0.3,6,1,0.5131059535914163,0.6753091903453765,0.0,9
0.03,10.0,0.3,6,2,0.6950907633551714,0.6771716077229968,0.0,9
0.03,10.0,0.3,6,3,0.36734152537788684,0.6728168201291946,0.0,9
0.03,10.0,0.3,6,4,0.5343355916848925,0.6769530322252402,0.0,9
0.03,10.0,0.3,7,0,0.530863215898791,0.6531385754220357,0.0,9
0.03,10.0,0.3,7,1,0.6389201455290785,0.6495174473231344,0.0,9
0.03,10.0,0.3,7,2,0.6557753864946229,0.6497042268681985,0.0,9
0.03,10.0,0.3,7,3,0.5091973497452752,0.6490610181317831,0.0,9
0.03,10.0,0.3,7,4,0.38247206906392733,0.6513139086616422,0.0,9
0.03,30.0,0.8999999999999999,0,0,0.383442384822761,0.6132673484006942,0.0,9
0.03,30.0,0.8999999999999999,0,1,0.7239041168463108,0.6084653227903497,0.0,8
0.03,30.0,0.8999999999999999,0,2,1.030407699417775,0.6064229074117714,0.0,8
0.03,30.0,0.8999999999999999,0,3,0.5011937465571877,0.6105605675627332,0.0,8
0.03,30.0,0.8999999999999999,0,4,0.8614344479690071,0.6050087945267943,0.0,9
0.03,30.0,0.8999999999999999,1,0,0.39214590140683275,0.44231824980270606,0.0,8
0.03,30.0,0.8999999999999999,1,1,0.3974423653060725,0.4401518715499287,0.0,9
0.03,30.0,0.8999999999999999,1,2,0.7957172545864506,0.43338631987552423,0.0,9
0.03,30.0,0.8999999999999999,1,3,0.41895557846733206,0.44096462473251086,0.0,9
0.03,30.0,0.8999999999999999,1,4,1.0760940964062495,0.44093057830335286,0.0,7
0.03,30.0,0.8999999999999999,2,0,0.5662154202447609,0.5555492243655618,0.0,9
0.03,30.0,0.8999999999999999,2,1,0.7289850914552809,0.5553121336374511,0.0,8
0.03,30.0,0.8999999999999999,2,2,0.4360202360414722,0.5496438334018365,0.0,9
0.03,30.0,0.8999999999999999,2,3,0.5756924419631533,0.5551030166660706,0.0,8
0.03,30.0,0.8999999999999999,2,4,0.6315575608403646,0.5525622547269924,0.0,8
0.03,30.0,0.8999999999999999,3,0,0.5106323641383091,0.40830363497081273,0.0,8
0.03,30.0,0.8999999999999999,3,1,0.383983518619034,0.4160427531098144,0.0,9
0.03,30.0,0.8999999999999999,3,2,0.3788522329006712,0.4097746169495334,0.0,9
0.03,30.0,0.8999999999999999,3,3,0.5112302352646724,0.41159521743512834,0.0,8
0.03,30.0,0.8999999999999999,3,4,0.38410864573035197,0.4105922679352056,0.0,9
0.03,30.0,0.8999999999999999,4,0,0.3944048200316105,0.6407825039832509,0.0,9
0.03,30.0,0.8999999999999999,4,1,0.43772709593377196,0.6382852537092919,0.0,9
0.03,30.0,0.8999999999999999,4,2,0.4406962258009734,0.6312462299456217,0.0,9
0.03,30.0,0.8999999999999999,4,3,0.3884521412967149,0.6354076718330235,0.0,9
0.03,30.0,0.8999999999999999,4,4,0.4317748110433544,0.6412035139986475,0.0,9
0.03,30.0,0.8999999999999999,5,0,0.6150922244214219,0.4952360372623553,0.0,9
0.03,30.0,0.8999999999999999,5,1,0.8640516508060904,0.4892260064097768,0.0,8
0.03,30.0,0.8999999999999999,5,2,0.753329132702328,0.4902974936578254,0.0,8
0.03,30.0,0.8999999999999999,5,3,0.6250336273583388,0.493807053985209,0.0,9
0.03,30.0,0.8999999999999999,5,4,0.572441082413551,0.4905827977328165,0.0,9
0.03,30.0,0.8999999999999999,6,0,0.4779087792899773,0.49686337707723616,0.0,9
0.03,30.0,0.8999999999999999,6,1,0.4877887192890769,0.49891614824852526,0.0,8
0.03,30.0,0.8999999999999999,6,2,0.49048829115003156,0.4998432512899081,0.0,9
0.03,30.0,0.8999999999999999,6,3,0.6291674137295592,0.496706437462943,0.0,8
0.03,30.0,0.8999999999999999,6,4,0.4839476431655984,0.4998492656042595,0.0,9
0.03,30.0,0.8999999999999999,7,0,0.5264150289233376,0.48000743039375565,0.0,9
0.03,30.0,0.8999999999999999,7,1,0.521346019459618,0.47739662766139707,0.0,9
0.03,30.0,0.8999999999999999,7,2,0.42609810109649326,0.477166934809708,0.0,9
0.03,30.0,0.8999999999999999,7,3,0.5238254064264342,0.47626937520845464,0.0,9
0.03,30.0,0.8999999999999999,7,4,0.5238492346020027,0.4780475185917559,0.0,9
0.05,0.3,0.015,0,0,0.3644583753903576,0.9165089527188909,0.14285714285714285,9
0.05,0.3,0.015,0,1,0.4876301386565313,0.9223997918110806,0.0,9
0.05,0.3,0.015,0,2,0.2565304226349718,0.9229784122506242,0.2857142857142857,9
0.05,0.3,0.015,0,3,0.26230124408218225,0.9226733274665896,0.0,9
0.05,0.3,0.015,0,4,0.3989615830877409,0.921777145540759,0.14285714285714285,9
0.05,0.3,0.015,1,0,0.5020829209914962,0.7169706735119237,0.2857142857142857,9
0.05,0.3,0.015,1,1,0.2123062901057209,0.7128575911531727,0.2857142857142857,9
0.05,0.3,0.015,1,2,0.3024894984708537,0.7103857531391764,0.14285714285714285,9
0.05,0.3,0.015,1,3,0.3483581555842573,0.7084999940231381,0.2857142857142857,9
0.05,0.3,0.015,1,4,0.3679815259069283,0.7103411057108325,0.2857142857142857,9
0.05,0.3,0.015,2,0,0.17607732950930483,0.857415016714736,0.0,9
0.05,0.3,0.015,2,1,0.15326616309160548,0.8571651974765749,0.0,9
0.05,0.3,0.015,2,2,0.12130683780413289,0.8564657956021897,0.14285714285714285,9
0.05,0.3,0.015,2,3,0.16046521496051389,0.855394297745557,0.14285714285714285,9
0.05,0.3,0.015,2,4,0.12758101799571084,0.8467803337730306,0.14285714285714285,9
0.05,0.3,0.015,3,0,0.23549742297498769,0.6652389591916514,0.0,9
0.05,0.3,0.015,3,1,0.156521543372214,0.6700041642821993,0.14285714285714285,9
0.05,0.3,0.015,3,2,0.16290311529557666,0.6699442747029668,0.14285714285714285,9
0.05,0.3,0.015,3,3,0.15856334002511385,0.6699931824646058,0.14285714285714285,9
0.05,0.3,0.015,3,4,0.2591988728751989,0.6795422750227487,0.14285714285714285,9
0.05,0.3,0.015,4,0,0.26990281812395783,0.97179216178656,0.2857142857142857,9
0.05,0.3,0.015,4,1,0.2677936496936474,0.9553608537020233,0.2857142857142857,9
0.05,0.3,0.015,4,2,0.5200881252324333,0.9545504242363889,0.2857142857142857,9
0.05,0.3,0.015,4,3,0.2607949996840335,0.9524049819485634,0.14285714285714285,9
0.05,0.3,0.015,4,4,0.08889065057032186,0.9528898059163045,0.42857142857142855,9
0.05,0.3,0.015,5,0,0.17567269719933762,0.7785307642979916,0.0,9
0.05,0.3,0.015,5,1,0.3554537109152357,0.7738328284586045,0.0,9
0.05,0.3,0.015,5,2,0.21867198568830382,0.7863413431543715,0.0,9
0.05,0.3,0.015,5,3,0.1260857980129691,0.7875288339620369,0.14285714285714285,9
0.05,0.3,0.015,5,4,0.12929629556770078,0.7739151132040908,0.14285714285714285,9
0.05,0.3,0.015,6,0,0.21468553979104937,0.7912337945191898,0.14285714285714285,9
0.05,0.3,0.015,6,1,0.2950251017307165,0.7886444020501103,0.0,9
0.05,0.3,0.015,6,2,0.3387279456906472,0.796375744066986,0.14285714285714285,9
0.05,0.3,0.015,6,3,0.22811076240444808,0.7866192537709017,0.14285714285714285,9
0.05,0.3,0.015,6,4,0.6934293917440564,0.7885758632947454,0.0,9
0.05,0.3,0.015,7,0,0.36065037092595476,0.7612849763845877,0.14285714285714285,9
0.05,0.3,0.015,7,1,0.25550102980028966,0.7564081929994576,0.2857142857142857,9
0.05,0.3,0.015,7,2,0.2114287444292374,0.7600571925110297,0.14285714285714285,9
0.05,0.3,0.015,7,3,0.6351580199031682,0.7570426588153712,0.0,9
0.05,0.3,0.015,7,4,0.4992581681666145,0.7612762145395564,0.0,9
0.05,1.0,0.05,0,0,0.6059109495238855,0.898840400910379,0.0,9
0.05,1.0,0.05,0,1,0.23953901223214724,0.904343200127288,0.0,9
0.05,1.0,0.05,0,2,0.6815425088984813,0.9050097304281285,0.0,9
0.05,1.0,0.05,0,3,0.4061091238397102,0.9049913014109217,0.0,9
0.05,1.0,0.05,0,4,0.5933149265966877,0.9044499224911772,0.0,9
0.05,1.0,0.05,1,0,0.5561169426035076,0.7014133255923091,0.0,9
0.05,1.0,0.05,1,1,0.4690512125431933,0.6972695086246113,0.0,9
0.05,1.0,0.05,1,2,0.48903970484135023,0.6946967828781665,0.0,9
0.05,1.0,0.05,1,3,0.3042453870126661,0.6931306602846923,0.0,9
0.05,1.0,0.05,1,4,0.48420891101709584,0.6950060513413711,0.0,9
0.05,1.0,0.05,2,0,0.271060009612453,0.8405868404176471,0.0,9
0.05,1.0,0.05,2,1,0.3604272573022702,0.8402433071537994,0.0,9
0.05,1.0,0.05,2,2,0.4704126727604818,0.8395230771746971,0.0,9
0.05,1.0,0.05,2,3,0.445047629856922,0.8386056616354323,0.0,9
0.05,1.0,0.05,2,4,0.5589576901784078,0.8303480541526885,0.0,9
0.05,1.0,0.05,3,0,0.23102936254888978,0.6506127250887644,0.0,9
0.05,1.0,0.05,3,1,0.4343347322776774,0.655111824131121,0.0,9
0.05,1.0,0.05,3,2,0.24920131276621565,0.6552582053671546,0.0,9
0.05,1.0,0.05,3,3,0.24328617912457953,0.6550771950513905,0.0,9
0.05,1.0,0.05,3,4,0.30742033848558026,0.6648506906616604,0.0,9
0.05,1.0,0.05,4,0,1.0098150987967311,0.9534131122723162,0.0,9
0.05,1.0,0.05,4,1,0.8578938133939992,0.9367234109666327,0.0,9
0.05,1.0,0.05,4,2,0.19083546528759432,0.9362628809183069,0.0,9
0.05,1.0,0.05,4,3,0.46172283996634544,0.9341187196303145,0.0,9
0.05,1.0,0.05,4,4,0.22772654122801902,0.934580018813799,0.0,9
0.05,1.0,0.05,5,0,0.2943454054577696,0.7623997415113171,0.0,9
0.05,1.0,0.05,5,1,0.508324293231324,0.7576716641248115,0.0,9
0.05,1.0,0.05,5,2,0.35691518601047223,0.7701746214968318,0.0,9
0.05,1.0,0.05,5,3,0.45426439464873763,0.7712518857815021,0.0,9
0.05,1.0,0.05,5,4,0.2718326495541817,0.7579103945735188,0.0,9
0.05,1.0,0.05,6,0,0.9629748984651127,0.774314165338953,0.0,9
0.05,1.0,0.05,6,1,0.6387156399793207,0.77221906720135,0.0,9
0.05,1.0,0.05,6,2,0.12275718403918483,0.7796890453201097,0.0,9
0.05,1.0,0.05,6,3,0.37555830304228377,0.7701084851748835,0.0,9
0.05,1.0,0.05,6,4,0.7597178888784536,0.7722845534708169,0.0,9
0.05,1.0,0.05,7,0,0.3904198351621402,0.7456573449158543,0.0,9
0.05,1.0,0.05,7,1,0.5612821786096688,0.7406513650803642,0.0,9
0.05,1.0,0.05,7,2,0.5842016689543686,0.7440000893578634,0.0,9
0.05,1.0,0.05,7,3,0.38049521209415404,0.7411333646858438,0.0,9
0.05,1.0,0.05,7,4,0.397135146778607,0.7452959669099062,0.0,9
0.05,3.0,0.15000000000000002,0,0,0.43992914850813203,0.854228468445895,0.0,9
0.05,3.0,0.15000000000000002,0,1,0.8004824499790463,0.8592203689015072,0.0,9
0.05,3.0,0.15000000000000002,0,2,0.3637717030686809,0.860284926798956,0.0,9
0.05,3.0,0.15000000000000002,0,3,0.48446216127497016,0.8602720345455301,0.0,9
0.05,3.0,0.15000000000000002,0,4,0.7622620119228363,0.8603737793807037,0.0,9
0.05,3.0,0.15000000000000002,1,0,1.0039996668798445,0.6622360535209549,0.0,9
0.05,3.0,0.15000000000000002,1,1,0.530737067835232,0.6580976965757346,0.0,9
0.05,3.0,0.15000000000000002,1,2,0.5093593254638512,0.655838323731521,0.0,9
0.05,3.0,0.15000000000000002,1,3,1.2322165492378938,0.6541971093423771,0.0,9
0.05,3.0,0.15000000000000002,1,4,0.8856171910690199,0.6563380380585672,0.0,9
0.05,3.0,0.15000000000000002,2,0,0.7001031364116319,0.7980769301866836,0.0,9
0.05,3.0,0.15000000000000002,2,1,0.5152501239459925,0.7975732879742653,0.0,9
0.05,3.0,0.15000000000000002,2,2,0.4447561190151225,0.796946963138516,0.0,9
0.05,3.0,0.15000000000000002,2,3,0.7641560202946724,0.7957047582214127,0.0,9
0.05,3.0,0.15000000000000002,2,4,0.7220897933823691,0.7882232985453023,0.0,9
0.05,3.0,0.15000000000000002,3,0,0.3414234318773588,0.6138766976182937,0.0,9
0.05,3.0,0.15000000000000002,3,1,0.515322635195234,0.6179080304177424,0.0,9
0.05,3.0,0.15000000000000002,3,2,0.6809564603264704,0.6182125963588433,0.0,9
0.05,3.0,0.15000000000000002,3,3,0.6385392887237462,0.6180866306434011,0.0,9
0.05,3.0,0.15000000000000002,3,4,0.8319699038967883,0.627459193477202,0.0,9
0.05,3.0,0.15000000000000002,4,0,0.22316607131004362,0.9072733706760082,0.0,9
0.05,3.0,0.15000000000000002,4,1,0.9115805569252248,0.8904408902475082,0.0,9
0.05,3.0,0.15000000000000002,4,2,1.173386652138578,0.8903635606764794,0.0,9
0.05,3.0,0.15000000000000002,4,3,0.5562815911277961,0.8882538032681375,0.0,9
0.05,3.0,0.15000000000000002,4,4,0.48264856112839016,0.8888792600320257,0.0,9
0.05,3.0,0.15000000000000002,5,0,0.5764005772846521,0.7217035606081016,0.0,9
0.05,3.0,0.15000000000000002,5,1,0.3476605695059293,0.7168112148772666,0.0,9
0.05,3.0,0.15000000000000002,5,2,0.34094753207162537,0.729119623526537,0.0,9
0.05,3.0,0.15000000000000002,5,3,0.6086161026484744,0.730200650341854,0.0,9
0.05,3.0,0.15000000000000002,5,4,0.6061170256444964,0.7168871990372366,0.0,9
0.05,3.0,0.15000000000000002,6,0,0.4541997936078396,0.7324602445056307,0.0,9
0.05,3.0,0.15000000000000002,6,1,0.3207109860404868,0.7307546578498574,0.0,9
0.05,3.0,0.15000000000000002,6,2,0.4453042072366056,0.737988589316893,0.0,9
0.05,3.0,0.15000000000000002,6,3,0.426870835022348,0.7286225255950579,0.0,9
0.05,3.0,0.15000000000000002,6,4,0.4355476632616922,0.7313482851956642,0.0,9
0.05,3.0,0.15000000000000002,7,0,0.472368859600258,0.7055911567745484,0.0,9
0.05,3.0,0.15000000000000002,7,1,0.9210550788295108,0.7007495683767306,0.0,9
0.05,3.0,0.15000000000000002,7,2,0.437735940539023,0.703431258253143,0.0,9
0.05,3.0,0.15000000000000002,7,3,0.5904001179945474,0.700908162098154,0.0,9
0.05,3.0,0.15000000000000002,7,4,0.8366040178301307,0.7052849107581127,0.0,9
0.05,10.0,0.5,0,0,0.4090496081639689,0.7257623846066487,0.0,9
0.05,10.0,0.5,0,1,0.40244661249116,0.7290354675084039,0.0,9
0.05,10.0,0.5,0,2,0.47262850828736613,0.730283279546046,0.0,9
0.05,10.0,0.5,0,3,0.39756412647170625,0.730038266084718,0.0,9
0.05,10.0,0.5,0,4,0.6293125694226379,0.7312012431297727,0.0,9
0.05,10.0,0.5,1,0,0.5172294685678122,0.549804414410589,0.0,9
0.05,10.0,0.5,1,1,0.6253027892391332,0.5457868974281441,0.0,9
0.05,10.0,0.5,1,2,0.7782495737468235,0.5441874062645646,0.0,9
0.05,10.0,0.5,1,3,0.7481513828904058,0.5422004888406723,0.0,9
0.05,10.0,0.5,1,4,0.4741753509292116,0.5441472982896217,0.0,9
0.05,10.0,0.5,2,0,0.8026815279854682,0.6745125606448169,0.0,9
0.05,10.0,0.5,2,1,0.6584850356504693,0.6735671816307339,0.0,9
0.05,10.0,0.5,2,2,0.6096904182265596,0.6732609933532538,0.0,9
0.05,10.0,0.5,2,3,0.4812716984356916,0.6714765904104039,0.0,9
0.05,10.0,0.5,2,4,0.9626760414624373,0.6655550014570054,0.0,9
0.05,10.0,0.5,3,0,0.7398181791507741,0.5070851996654068,0.0,9
0.05,10.0,0.5,3,1,0.70367336339363,0.511208516885065,0.0,9
0.05,10.0,0.5,3,2,0.7091594999100206,0.5114216248475616,0.0,9
0.05,10.0,0.5,3,3,0.40509047434371553,0.5112905063836248,0.0,9
0.05,10.0,0.5,3,4,0.42616237943651025,0.5185391877613281,0.0,9
0.05,10.0,0.5,4,0,0.41343089172189246,0.7730627272095592,0.0,9
0.05,10.0,0.5,4,1,0.3774319074207808,0.7578894370967121,0.0,9
0.05,10.0,0.5,4,2,0.40288378806158476,0.7572353257625566,0.0,9
0.05,10.0,0.5,4,3,0.40558638132916847,0.7561972909657579,0.0,9
0.05,10.0,0.5,4,4,0.5225437342804602,0.7566895894507915,0.0,9
0.05,10.0,0.5,5,0,1.04625745497639,0.6024661408425829,0.0,9
0.05,10.0,0.5,5,1,0.7364130275498393,0.5981527107285796,0.0,9
0.05,10.0,0.5,5,2,0.8711762625732817,0.6098711997809968,0.0,9
0.05,10.0,0.5,5,3,0.8046441446478727,0.6103992050533131,0.0,9
0.05,10.0,0.5,5,4,0.6533892991282011,0.5977424500036658,0.0,9
0.05,10.0,0.5,6,0,0.7797409418274854,0.6129758559878722,0.0,9
0.05,10.0,0.5,6,1,0.5016344084752342,0.611042429344465,0.0,9
0.05,10.0,0.5,6,2,0.45554771927950044,0.6176345555601773,0.0,9
0.05,10.0,0.5,6,3,1.1302884358766778,0.6089615990700868,0.0,9
0.05,10.0,0.5,6,4,0.6108864652773659,0.6122925679063342,0.0,9
0.05,10.0,0.5,7,0,0.6501414060893626,0.5890151593112839,0.0,9
0.05,10.0,0.5,7,1,0.9426039382564397,0.584600320470164,0.0,9
0.05,10.0,0.5,7,2,0.599566014084183,0.5863708679968623,0.0,9
0.05,10.0,0.5,7,3,1.0380638485054585,0.5847699221704461,0.0,9
0.05,10.0,0.5,7,4,0.564982212287722,0.5885235011040045,0.0,9
0.05,30.0,1.5,0,0,0.7978570341633033,0.4561660138623985,0.0,8
0.05,30.0,1.5,0,1,0.4190667861239462,0.45943100793665365,0.0,8
0.05,30.0,1.5,0,2,0.38009501557822395,0.4589366424237865,0.0,9
0.05,30.0,1.5,0,3,0.4655119188584101,0.4601377923308772,0.0,8
0.05,30.0,1.5,0,4,0.3723093722164105,0.4595919273541644,0.0,9
0.05,30.0,1.5,1,0,0.4675320100896438,0.32352026954006996,0.0,7
0.05,30.0,1.5,1,1,1.169688764394496,0.31999353086277404,0.0,6
0.05,30.0,1.5,1,2,0.454197716125805,0.31903139434189,0.0,8
0.05,30.0,1.5,1,3,0.4472765733790784,0.31891794253329847,0.0,7
0.05,30.0,1.5,1,4,1.1238514843506369,0.3168804573310698,0.0,6
0.05,30.0,1.5,2,0,0.5159249668075375,0.41815151332892087,0.0,8
0.05,30.0,1.5,2,1,0.6718935945156131,0.41590418928821377,0.0,7
0.05,30.0,1.5,2,2,0.4561200398372316,0.4173310911322755,0.0,7
0.05,30.0,1.5,2,3,0.3689191706694369,0.4140131357826681,0.0,8
0.05,30.0,1.5,2,4,0.4206737811680595,0.4117011270349667,0.0,8
0.05,30.0,1.5,3,0,0.2388455993176097,0.294231407090388,0.0,8
0.05,30.0,1.5,3,1,0.20772069884569166,0.2978563250418536,0.0,9
0.05,30.0,1.5,3,2,0.2566117876110081,0.29853136831592997,0.0,8
0.05,30.0,1.5,3,3,0.2937963370424346,0.29926177884184674,0.0,8
0.05,30.0,1.5,3,4,0.2690369373396719,0.3028204782290797,0.0,8
0.05,30.0,1.5,4,0,0.7918276684695388,0.49705383464365327,0.0,8
0.05,30.0,1.5,4,1,0.6700600028797156,0.4876620075294142,0.0,8
0.05,30.0,1.5,4,2,0.6915003163779144,0.48550895605944,0.0,8
0.05,30.0,1.5,4,3,0.43892042392725655,0.48513204304741847,0.0,8
0.05,30.0,1.5,4,4,0.40789578994315134,0.4860617758718235,0.0,9
0.05,30.0,1.5,5,0,0.5266607299029945,0.35637032924825496,0.0,8
0.05,30.0,1.5,5,1,0.4270533507075226,0.35348626751425316,0.0,9
0.05,30.0,1.5,5,2,0.49967637309704777,0.36312740406314475,0.0,8
0.05,30.0,1.5,5,3,0.5390172057929004,0.3622045234616455,0.0,8
0.05,30.0,1.5,5,4,0.4577614538503308,0.3528883823751432,0.0,7
0.05,30.0,1.5,6,0,0.2804543361486442,0.3699718925644488,0.0,9
0.05,30.0,1.5,6,1,0.39104049838002886,0.3678812665781516,0.0,8
0.05,30.0,1.5,6,2,0.33737630117354006,0.37318098792149745,0.0,9
0.05,30.0,1.5,6,3,0.5042117503985012,0.3662667548726686,0.0,8
0.05,30.0,1.5,6,4,0.45208007742462286,0.3698211404943734,0.0,8
0.05,30.0,1.5,7,0,0.5918504972516769,0.3507116726028158,0.0,8
0.05,30.0,1.5,7,1,0.20813550857247184,0.3473214375643821,0.0,10
0.05,30.0,1.5,7,2,0.5638275400636287,0.34989742389069933,0.0,8
0.05,30.0,1.5,7,3,0.530828567451049,0.34843564294553464,0.0,8
0.05,30.0,1.5,7,4,0.4662515639173225,0.35022536669635584,0.0,8
0.1,0.3,0.03,0,0,0.5286773987373691,0.9103458958584386,0.14285714285714285,9
0.1,0.3,0.03,0,1,0.6211735382184929,0.9164822495628115,0.0,9
0.1,0.3,0.03,0,2,0.36724414156624624,0.9230351456560592,0.0,9
0.1,0.3,0.03,0,3,0.2590628472292563,0.8926104584370896,0.14285714285714285,9
0.1,0.3,0.03,0,4,0.19159042353714156,0.9157607963832266,0.14285714285714285,9
0.1,0.3,0.03,1,0,0.276456399425925,0.7047597225555327,0.14285714285714285,9
0.1,0.3,0.03,1,1,0.2719697102512758,0.7129072706515573,0.0,9
0.1,0.3,0.03,1,2,0.721051868551684,0.7180063717093881,0.0,9
0.1,0.3,0.03,1,3,0.4939326991038278,0.7018249426809164,0.14285714285714285,9
0.1,0.3,0.03,1,4,0.20381885783719653,0.6841705766104176,0.0,9
0.1,0.3,0.03,2,0,0.22458464055721164,0.867373799138959,0.0,9
0.1,0.3,0.03,2,1,0.30190250034609756,0.863809598852939,0.0,9
0.1,0.3,0.03,2,2,0.3195946753843249,0.8548436422751401,0.0,9
0.1,0.3,0.03,2,3,0.19252017638416224,0.8672822752451332,0.0,9
0.1,0.3,0.03,2,4,0.2928407576566403,0.8502067720891126,0.0,9
0.1,0.3,0.03,3,0,0.22818050125364342,0.6802955192402657,0.14285714285714285,9
0.1,0.3,0.03,3,1,0.2587929389254967,0.6575916530069985,0.0,9
0.1,0.3,0.03,3,2,0.1469166510923544,0.673797766486631,0.0,9
0.1,0.3,0.03,3,3,0.19109276910712317,0.663525691717558,0.0,9
0.1,0.3,0.03,3,4,0.1914222920938416,0.6802516146632013,0.14285714285714285,9
0.1,0.3,0.03,4,0,0.30801562714029423,0.9396337044926086,0.0,9
0.1,0.3,0.03,4,1,0.2606051080746165,0.9517472832480893,0.2857142857142857,9
0.1,0.3,0.03,4,2,0.1479792817217966,0.9405523608335532,0.14285714285714285,9
0.1,0.3,0.03,4,3,0.8392766894751738,0.9132560887192605,0.0,9
0.1,0.3,0.03,4,4,0.4423286073666698,0.94603504924626,0.0,9
0.1,0.3,0.03,5,0,0.3188443620914641,0.7749783632725696,0.0,9
0.1,0.3,0.03,5,1,0.15146960741449939,0.7853116201771861,0.14285714285714285,9
0.1,0.3,0.03,5,2,0.18723817102234602,0.7607489679314979,0.0,9
0.1,0.3,0.03,5,3,0.39747966094423154,0.768394359852341,0.0,9
0.1,0.3,0.03,5,4,0.12041911803545807,0.7594778160465868,0.0,9
0.1,0.3,0.03,6,0,0.500540190259382,0.789217639857053,0.0,9
0.1,0.3,0.03,6,1,0.2283871448125371,0.7758950275609902,0.14285714285714285,9
0.1,0.3,0.03,6,2,0.7263759432777199,0.7819558576258326,0.0,9
0.1,0.3,0.03,6,3,0.6963899688899573,0.7990759284677702,0.0,9
0.1,0.3,0.03,6,4,0.5255185634480093,0.786879023994233,0.0,9
0.1,0.3,0.03,7,0,0.3827010983642637,0.7461304202217384,0.0,9
0.1,0.3,0.03,7,1,0.5343688517653562,0.7370962512318716,0.14285714285714285,9
0.1,0.3,0.03,7,2,0.21589215686844962,0.7493085723347364,0.14285714285714285,9
0.1,0.3,0.03,7,3,0.6281156032465167,0.7670007846748336,0.0,9
0.1,0.3,0.03,7,4,0.5253044325227397,0.7512073131624204,0.0,9
0.1,1.0,0.1,0,0,0.707995727674831,0.8775983939803453,0.0,9
0.1,1.0,0.1,0,1,0.44365026623405257,0.8820576178687091,0.0,9
0.1,1.0,0.1,0,2,0.3485850780127165,0.889559729841539,0.0,9
0.1,1.0,0.1,0,3,0.5817334649034616,0.860431128506391,0.0,9
0.1,1.0,0.1,0,4,0.4069871562058458,0.8830098157804392,0.0,9
0.1,1.0,0.1,1,0,0.7686661234225821,0.6758709565378935,0.0,9
0.1,1.0,0.1,1,1,0.8618572041030961,0.6832608922101122,0.0,9
0.1,1.0,0.1,1,2,0.78181914158551,0.6885582504142439,0.0,9
0.1,1.0,0.1,1,3,0.2986100418151622,0.6724680682525517,0.0,9
0.1,1.0,0.1,1,4,0.492180538189182,0.6555443192007859,0.0,9
0.1,1.0,0.1,2,0,0.6253764282333694,0.8350475434474474,0.0,9
0.1,1.0,0.1,2,1,0.4057770741452206,0.8325416624197715,0.0,9
0.1,1.0,0.1,2,2,0.6020708352248294,0.821891636528058,0.0,9
0.1,1.0,0.1,2,3,0.4589672521471186,0.8355724980015419,0.0,9
0.1,1.0,0.1,2,4,0.28017931088772097,0.817768928982324,0.0,9
0.1,1.0,0.1,3,0,0.658678321921288,0.6527051044199039,0.0,9
0.1,1.0,0.1,3,1,0.6965004019737533,0.6301943134274071,0.0,9
0.1,1.0,0.1,3,2,0.6314896855024045,0.6467048868132793,0.0,9
0.1,1.0,0.1,3,3,0.27891358325337584,0.6348865095462366,0.0,9
0.1,1.0,0.1,3,4,0.5135373822130525,0.6524223659088055,0.0,9
0.1,1.0,0.1,4,0,0.5122853271574602,0.9054302612677404,0.0,9
0.1,1.0,0.1,4,1,0.5505657157231935,0.9173114115561242,0.0,9
0.1,1.0,0.1,4,2,0.22495983426107374,0.9062258811811453,0.0,9
0.1,1.0,0.1,4,3,0.34653744793067565,0.8790844760743088,0.0,9
0.1,1.0,0.1,4,4,0.6592031650750347,0.9115662538976416,0.0,9
0.1,1.0,0.1,5,0,0.34214755430265725,0.7438700172210628,0.0,9
0.1,1.0,0.1,5,1,0.40747930448609143,0.7545964174098279,0.0,9
0.1,1.0,0.1,5,2,0.45360979434183557,0.7304867348891904,0.0,9
