noise_sigma,ratio,regularization,latent_index,first_repetition,second_repetition,knot_jaccard,guide_l2_ratio,hcrd_baseline_l2_ratio
0.1,1.0,0.1,2,0,2,0.38461538461538464,0.38083950843117176,3.4402420193352596
0.1,1.0,0.1,2,0,3,0.2,0.38227221059417854,7.81780384463943
0.1,1.0,0.1,2,0,4,0.38461538461538464,0.4110837083042055,6.2219643517606045
0.1,1.0,0.1,2,1,2,0.2857142857142857,0.37184309222725537,9.117164067092853
0.1,1.0,0.1,2,1,3,0.6363636363636364,0.39463786253223526,4.961899879824747
0.1,1.0,0.1,2,1,4,0.38461538461538464,0.3635426342533518,6.061740777779313
0.1,1.0,0.1,2,2,3,0.38461538461538464,0.3600070600800393,7.441798978914875
0.1,1.0,0.1,2,2,4,0.5,0.36589469763288285,5.975902154167694
0.1,1.0,0.1,2,3,4,0.2857142857142857,0.3364958995701135,7.561238174489308
0.1,1.0,0.1,3,0,1,0.5,0.37987256796750857,3.192622689639517
0.1,1.0,0.1,3,0,2,0.2,0.328570216792178,3.893306978728709
0.1,1.0,0.1,3,0,3,0.2,0.38968434465333407,8.234404073069047
0.1,1.0,0.1,3,0,4,0.5,0.38164892652635735,4.9085010061411865
0.1,1.0,0.1,3,1,2,0.2857142857142857,0.3556902888019771,1.8613801070346245
0.1,1.0,0.1,3,1,3,0.2857142857142857,0.3187040690029294,7.553529810911284
0.1,1.0,0.1,3,1,4,0.2,0.3816259158064473,5.923400776590976
0.1,1.0,0.1,3,2,3,0.2,0.36016535693951,7.133563658354891
0.1,1.0,0.1,3,2,4,0.125,0.3721344601599556,6.719774020944893
0.1,1.0,0.1,3,3,4,0.2857142857142857,0.3890249199902486,6.475130354485759
0.1,1.0,0.1,4,0,1,0.125,0.37829103289591265,6.673859934382454
0.1,1.0,0.1,4,0,2,0.2857142857142857,0.40462225106423566,7.229995349042606
0.1,1.0,0.1,4,0,3,0.38461538461538464,0.40927486263758606,7.200642583751783
0.1,1.0,0.1,4,0,4,0.38461538461538464,0.38437457525789637,4.68122235194261
0.1,1.0,0.1,4,1,2,0.2,0.4154021074811581,6.860779040521262
0.1,1.0,0.1,4,1,3,0.125,0.4082399727496288,6.720650622290818
0.1,1.0,0.1,4,1,4,0.2857142857142857,0.4220880806541962,6.566934791455578
0.1,1.0,0.1,4,2,3,0.5,0.44667390332778295,3.6638943095499608
0.1,1.0,0.1,4,2,4,0.2857142857142857,0.3789146526300859,7.426233435412277
0.1,1.0,0.1,4,3,4,0.2,0.44804741891586614,6.298240097621883
0.1,1.0,0.1,5,0,1,0.38461538461538464,0.3456954503677954,7.144554549231114
0.1,1.0,0.1,5,0,2,0.2857142857142857,0.34222759816177056,5.902341029806345
0.1,1.0,0.1,5,0,3,0.5,0.37298498951518133,5.263158580237881
0.1,1.0,0.1,5,0,4,0.2,0.3516254674262111,5.183017563094493
0.1,1.0,0.1,5,1,2,0.125,0.37005951217576166,7.457296658510339
0.1,1.0,0.1,5,1,3,0.38461538461538464,0.4031414948021338,6.139196145948635
0.1,1.0,0.1,5,1,4,0.2857142857142857,0.33050308211379853,5.871127679143613
0.1,1.0,0.1,5,2,3,0.38461538461538464,0.39197076416938204,7.291249020193724
0.1,1.0,0.1,5,2,4,0.2857142857142857,0.37253792641531125,6.05832276391563
0.1,1.0,0.1,5,3,4,0.2857142857142857,0.39185121618381263,6.515976642465819
0.1,1.0,0.1,6,0,1,0.2857142857142857,0.35340223516963454,7.749439250373298
0.1,1.0,0.1,6,0,2,0.2,0.3440038987040283,5.3261712283316855
0.1,1.0,0.1,6,0,3,0.2857142857142857,0.34458298080075955,3.8228149888570324
0.1,1.0,0.1,6,0,4,0.38461538461538464,0.2926483956032141,5.7241341537202155
0.1,1.0,0.1,6,1,2,0.2,0.4041925762680196,6.949655288782644
0.1,1.0,0.1,6,1,3,0.2857142857142857,0.3745528269529038,7.534125137297926
0.1,1.0,0.1,6,1,4,0.2857142857142857,0.3549555578208138,8.711754018998173
0.1,1.0,0.1,6,2,3,0.38461538461538464,0.44626161622794375,5.140559323491381
0.1,1.0,0.1,6,2,4,0.2,0.3769212563479786,4.884796563504836
0.1,1.0,0.1,6,3,4,0.2857142857142857,0.3465366995657322,4.411025640123028
0.1,1.0,0.1,7,0,1,0.2,0.4210802559650515,7.223863917072245
0.1,1.0,0.1,7,0,2,0.2857142857142857,0.40644194002550876,6.556893104469307
0.1,1.0,0.1,7,0,3,0.38461538461538464,0.38679129831293435,6.576324769614084
0.1,1.0,0.1,7,0,4,0.2,0.37600622534820827,6.862070955293709
0.1,1.0,0.1,7,1,2,0.2,0.39381103159796327,5.960440030538225
0.1,1.0,0.1,7,1,3,0.5,0.3375111693772575,3.895874965045375
0.1,1.0,0.1,7,1,4,0.125,0.3334651660420755,5.625032026906622
0.1,1.0,0.1,7,2,3,0.38461538461538464,0.3203094607323928,6.432942246530126
0.1,1.0,0.1,7,2,4,0.38461538461538464,0.37994912002809994,3.0435399750701415
0.1,1.0,0.1,7,3,4,0.2857142857142857,0.3126166011251474,6.5554674622550975
0.1,3.0,0.30000000000000004,0,0,1,0.2857142857142857,0.31199237860220386,7.577909496026322
0.1,3.0,0.30000000000000004,0,0,2,0.2,0.29485331635251455,7.906922327153052
0.1,3.0,0.30000000000000004,0,0,3,0.2857142857142857,0.3224281424915699,6.775148029826815
0.1,3.0,0.30000000000000004,0,0,4,0.38461538461538464,0.26041828974894393,7.336965401445896
0.1,3.0,0.30000000000000004,0,1,2,0.38461538461538464,0.34943775567607827,6.969748024784374
0.1,3.0,0.30000000000000004,0,1,3,0.38461538461538464,0.2827739023657345,6.405180825259196
0.1,3.0,0.30000000000000004,0,1,4,0.2,0.32022955666311104,6.129980899977083
0.1,3.0,0.30000000000000004,0,2,3,0.2857142857142857,0.3353568349158115,10.53192797545945
0.1,3.0,0.30000000000000004,0,2,4,0.2,0.35961777134186196,9.038523765423973
0.1,3.0,0.30000000000000004,0,3,4,0.2857142857142857,0.3439676285626967,7.364403240334488
0.1,3.0,0.30000000000000004,1,0,1,0.38461538461538464,0.3004495917815405,2.329497786700059
0.1,3.0,0.30000000000000004,1,0,2,0.5,0.328237933988285,9.128735157606272
0.1,3.0,0.30000000000000004,1,0,3,0.6363636363636364,0.25568592634366233,4.240560445571691
0.1,3.0,0.30000000000000004,1,0,4,0.38461538461538464,0.34863103033021897,5.687502629092496
0.1,3.0,0.30000000000000004,1,1,2,0.2857142857142857,0.29839636566394684,9.922432142271452
0.1,3.0,0.30000000000000004,1,1,3,0.6363636363636364,0.3002322435094504,4.131854871656236
0.1,3.0,0.30000000000000004,1,1,4,0.38461538461538464,0.35670656600553663,5.802117604213209
0.1,3.0,0.30000000000000004,1,2,3,0.2857142857142857,0.3378344897897466,9.5116169156676
0.1,3.0,0.30000000000000004,1,2,4,0.2,0.35526545935466164,8.859076545027508
0.1,3.0,0.30000000000000004,1,3,4,0.6363636363636364,0.3211193845822396,3.9886983132712532
0.1,3.0,0.30000000000000004,2,0,1,0.5,0.3005298373622961,3.935378119871237
0.1,3.0,0.30000000000000004,2,0,2,0.38461538461538464,0.36311173651314615,5.864077195777839
0.1,3.0,0.30000000000000004,2,0,3,0.2,0.36232777686192374,7.238369787770781
0.1,3.0,0.30000000000000004,2,0,4,0.38461538461538464,0.3795064266285457,6.9929889692316145
0.1,3.0,0.30000000000000004,2,1,2,0.38461538461538464,0.3269422818139702,5.622482698331084
0.1,3.0,0.30000000000000004,2,1,3,0.2,0.3469990146073386,8.553381624077105
0.1,3.0,0.30000000000000004,2,1,4,0.38461538461538464,0.3063871703428844,7.965774645787472
0.1,3.0,0.30000000000000004,2,2,3,0.2857142857142857,0.2821616402794194,8.869279896556794
0.1,3.0,0.30000000000000004,2,2,4,0.38461538461538464,0.3059568796151472,7.429691318752519
0.1,3.0,0.30000000000000004,2,3,4,0.5,0.27110243428984326,7.14262342336504
0.1,3.0,0.30000000000000004,3,0,1,0.38461538461538464,0.336461887830767,6.7927728632622175
0.1,3.0,0.30000000000000004,3,0,2,0.5,0.29330451224142434,4.813845910896226
0.1,3.0,0.30000000000000004,3,0,3,0.2,0.3238736182203323,9.344490224512672
0.1,3.0,0.30000000000000004,3,0,4,0.38461538461538464,0.32937583116455477,5.82179008933076
0.1,3.0,0.30000000000000004,3,1,2,0.5,0.3041471302246187,5.9109950709078065
0.1,3.0,0.30000000000000004,3,1,3,0.38461538461538464,0.2884227424064029,5.675463442708238
0.1,3.0,0.30000000000000004,3,1,4,0.38461538461538464,0.3654584831044409,5.740185228929989
0.1,3.0,0.30000000000000004,3,2,3,0.38461538461538464,0.3121636150468216,7.196210232756946
0.1,3.0,0.30000000000000004,3,2,4,0.38461538461538464,0.32366001598050426,1.7461770046333682
0.1,3.0,0.30000000000000004,3,3,4,0.2857142857142857,0.336977665686792,7.526680351137987
0.1,3.0,0.30000000000000004,4,0,1,0.6363636363636364,0.32481102282303037,6.741452993638005
0.1,3.0,0.30000000000000004,4,0,2,0.38461538461538464,0.33744787278141725,8.191996061186913
0.1,3.0,0.30000000000000004,4,0,3,1.0,0.3525763570286482,0.6149010682363389
0.1,3.0,0.30000000000000004,4,0,4,0.38461538461538464,0.314300900787046,8.537402383191475
0.1,3.0,0.30000000000000004,4,1,2,0.2857142857142857,0.3600613642539012,7.89185793701249
0.1,3.0,0.30000000000000004,4,1,3,0.6363636363636364,0.35757084311177156,7.074997466666138
0.1,3.0,0.30000000000000004,4,1,4,0.6363636363636364,0.3826980447275652,3.905833280871453
0.1,3.0,0.30000000000000004,4,2,3,0.5,0.35276834248260247,8.043032202793485
0.1,3.0,0.30000000000000004,4,2,4,0.38461538461538464,0.35091222296717406,9.280133974249226
0.1,3.0,0.30000000000000004,4,3,4,0.5,0.3742701201897459,8.411101847597148
0.1,3.0,0.30000000000000004,5,0,1,0.6363636363636364,0.3010807459089787,6.317642786366007
0.1,3.0,0.30000000000000004,5,0,2,0.38461538461538464,0.27779592544113585,8.227846773297129
0.1,3.0,0.30000000000000004,5,0,3,0.5,0.3344517431329832,7.763028319226607
0.1,3.0,0.30000000000000004,5,0,4,0.6363636363636364,0.33070596238427896,8.023253056693806
0.1,3.0,0.30000000000000004,5,1,2,0.2,0.30239454597215576,7.730716997788105
0.1,3.0,0.30000000000000004,5,1,3,0.2857142857142857,0.3402572271556734,6.957830362455075
0.1,3.0,0.30000000000000004,5,1,4,0.5,0.30028140095373007,6.145485215949368
0.1,3.0,0.30000000000000004,5,2,3,0.38461538461538464,0.3360957046541306,8.893326696386747
0.1,3.0,0.30000000000000004,5,2,4,0.2857142857142857,0.3367517712070475,4.860364474801571
0.1,3.0,0.30000000000000004,5,3,4,0.2857142857142857,0.34539115737505205,8.39996762671087
0.1,3.0,0.30000000000000004,6,0,1,0.2857142857142857,0.2941971414190788,8.032399891149385
0.1,3.0,0.30000000000000004,6,0,2,0.5,0.29183297474377423,7.90634993152118
0.1,3.0,0.30000000000000004,6,0,3,0.2,0.2907809154919668,9.205420199486618
0.1,3.0,0.30000000000000004,6,0,4,0.2857142857142857,0.24242134114883576,6.99691319427034
0.1,3.0,0.30000000000000004,6,1,2,0.2,0.34485991070123645,8.116607659062577
0.1,3.0,0.30000000000000004,6,1,3,0.38461538461538464,0.3229940040190554,7.0192486875705535
0.1,3.0,0.30000000000000004,6,1,4,0.8,0.30075356854912694,3.8452617939351152
0.1,3.0,0.30000000000000004,6,2,3,0.38461538461538464,0.3723736060675106,4.809202084927712
0.1,3.0,0.30000000000000004,6,2,4,0.2,0.33192127590083326,6.170704812623555
0.1,3.0,0.30000000000000004,6,3,4,0.5,0.2734500540195711,5.09751224987235
0.1,3.0,0.30000000000000004,7,0,1,0.2857142857142857,0.3954315963647179,4.866616865941125
0.1,3.0,0.30000000000000004,7,0,2,0.5,0.37129262989910994,7.301574064058471
0.1,3.0,0.30000000000000004,7,0,3,0.2857142857142857,0.36218879033734713,10.517578070696535
0.1,3.0,0.30000000000000004,7,0,4,0.2857142857142857,0.30096668889377143,6.652987648593557
0.1,3.0,0.30000000000000004,7,1,2,0.38461538461538464,0.3528707934458246,6.694550891201699
0.1,3.0,0.30000000000000004,7,1,3,0.2857142857142857,0.32295055569466796,8.37377549292737
0.1,3.0,0.30000000000000004,7,1,4,0.38461538461538464,0.2977493672652354,4.831583774545992
0.1,3.0,0.30000000000000004,7,2,3,0.5,0.29549945479313383,4.654149400190469
0.1,3.0,0.30000000000000004,7,2,4,0.38461538461538464,0.342461955214624,6.196558273470101
0.1,3.0,0.30000000000000004,7,3,4,0.38461538461538464,0.26309137718010733,6.977470049841391
0.1,10.0,1.0,0,0,1,0.5,0.24476446258080672,5.384020472209947
0.1,10.0,1.0,0,0,2,0.5,0.1819832085701045,4.647057364416914
0.1,10.0,1.0,0,0,3,0.38461538461538464,0.21015846651382983,7.5874540379125195
0.1,10.0,1.0,0,0,4,0.8,0.17257231504081083,4.4217621482052705
0.1,10.0,1.0,0,1,2,0.5,0.3009678851692043,7.269276741636092
0.1,10.0,1.0,0,1,3,0.5,0.20827290984419372,8.770266141728111
0.1,10.0,1.0,0,1,4,0.38461538461538464,0.26700951915874105,7.3968563967853544
0.1,10.0,1.0,0,2,3,0.38461538461538464,0.28242831702823246,6.263524658202338
0.1,10.0,1.0,0,2,4,0.2857142857142857,0.3006175494871475,3.6831291415471505
0.1,10.0,1.0,0,3,4,0.38461538461538464,0.28160902584287495,6.475056136922174
0.1,10.0,1.0,1,0,1,0.875,0.2306976762149515,5.01303648199944
0.1,10.0,1.0,1,0,2,0.6,0.24791328023958786,6.599080233998571
0.1,10.0,1.0,1,0,3,0.75,0.18184553639013226,0.4222524723720609
0.1,10.0,1.0,1,0,4,0.6666666666666666,0.2834121583753565,8.215564548313898
0.1,10.0,1.0,1,1,2,0.7,0.20421995746072283,4.34105654040649
0.1,10.0,1.0,1,1,3,0.6666666666666666,0.2429763616485245,4.9611216653086325
0.1,10.0,1.0,1,1,4,0.6,0.2891464942087814,6.293705340847322
0.1,10.0,1.0,1,2,3,0.45454545454545453,0.2465347331927597,5.989459308626231
0.1,10.0,1.0,1,2,4,0.5454545454545454,0.2781164176448359,5.498055446005146
0.1,10.0,1.0,1,3,4,0.6666666666666666,0.2749095928285421,7.548263619011219
0.1,10.0,1.0,2,0,1,0.6,0.17252344495321795,5.186881619643357
0.1,10.0,1.0,2,0,2,0.8,0.2739271287318209,0.42802111258369396
0.1,10.0,1.0,2,0,3,0.6363636363636364,0.26382182239732266,2.2922282115789665
0.1,10.0,1.0,2,0,4,0.8,0.2806922165112469,0.31155511329109076
0.1,10.0,1.0,2,1,2,0.6,0.2331421250089942,5.468541450471582
0.1,10.0,1.0,2,1,3,0.6,0.20846730977819478,6.16185132507097
0.1,10.0,1.0,2,1,4,0.7777777777777778,0.22011102964199003,5.19720748849146
0.1,10.0,1.0,2,2,3,0.8,0.21204987177238882,2.3810061648507688
0.1,10.0,1.0,2,2,4,1.0,0.23539540528831335,0.3189640229950397
0.1,10.0,1.0,2,3,4,0.8,0.15742349665578498,2.377279277528938
0.1,10.0,1.0,3,0,1,0.8,0.24820664198781295,1.988157661788778
0.1,10.0,1.0,3,0,2,0.7,0.21627262611121587,3.8059309498169016
0.1,10.0,1.0,3,0,3,0.6363636363636364,0.2391309923843991,6.542904123027867
0.1,10.0,1.0,3,0,4,0.8,0.22569963868502185,2.136978289468934
0.1,10.0,1.0,3,1,2,0.8888888888888888,0.23215843594562374,3.34723670341381
0.1,10.0,1.0,3,1,3,0.6363636363636364,0.21072176978450044,5.814922555384253
0.1,10.0,1.0,3,1,4,1.0,0.2810277714122019,0.2970374509780067
0.1,10.0,1.0,3,2,3,0.5454545454545454,0.19901736999582764,6.548588106672945
0.1,10.0,1.0,3,2,4,0.7,0.24252397430241224,3.643530010069094
0.1,10.0,1.0,3,3,4,0.6363636363636364,0.2394119503378496,5.902106000489472
0.1,10.0,1.0,4,0,1,0.4166666666666667,0.27521347920326733,8.191906931799364
0.1,10.0,1.0,4,0,2,0.2,0.2536255862893795,8.736138823314784
0.1,10.0,1.0,4,0,3,0.5,0.25219068008074647,6.920809328807718
0.1,10.0,1.0,4,0,4,0.5,0.1979837869767017,7.391690086351417
0.1,10.0,1.0,4,1,2,0.4166666666666667,0.28458355152237724,6.165274824040377
0.1,10.0,1.0,4,1,3,0.4166666666666667,0.30182936531193066,7.35865566273739
0.1,10.0,1.0,4,1,4,0.3076923076923077,0.3172074341362449,7.9383484333347205
0.1,10.0,1.0,4,2,3,0.38461538461538464,0.27544861332622284,6.97809600723846
0.1,10.0,1.0,4,2,4,0.38461538461538464,0.300304742697925,8.449370198063383
0.1,10.0,1.0,4,3,4,0.8,0.3021309886158491,4.28372757383256
0.1,10.0,1.0,5,0,1,0.6,0.26625811707929076,7.920292916350524
0.1,10.0,1.0,5,0,2,0.3076923076923077,0.2102508361049916,7.464136619136883
0.1,10.0,1.0,5,0,3,0.7,0.26039139230659075,4.688448061689622
0.1,10.0,1.0,5,0,4,0.5454545454545454,0.28826902414145766,7.246443387569347
0.1,10.0,1.0,5,1,2,0.3076923076923077,0.248619095983016,8.403635672616929
0.1,10.0,1.0,5,1,3,0.5454545454545454,0.25105815056302033,6.745569482455346
0.1,10.0,1.0,5,1,4,0.7,0.23104827195045433,1.1153261864999628
0.1,10.0,1.0,5,2,3,0.5,0.21757263500648943,4.861072853440006
0.1,10.0,1.0,5,2,4,0.2857142857142857,0.2385330889044946,8.196733546583125
0.1,10.0,1.0,5,3,4,0.6363636363636364,0.2491173411846829,6.123991371058959
0.1,10.0,1.0,6,0,1,0.6363636363636364,0.17319792085663208,4.938513554435942
0.1,10.0,1.0,6,0,2,0.4166666666666667,0.16774842513394553,5.7174973198410255
0.1,10.0,1.0,6,0,3,0.5454545454545454,0.23846617999051412,5.069187555391279
0.1,10.0,1.0,6,0,4,0.5454545454545454,0.17296814374049513,7.5699649971894845
0.1,10.0,1.0,6,1,2,0.5454545454545454,0.2420473829163362,6.667908418375018
0.1,10.0,1.0,6,1,3,0.7,0.2577312774150433,1.1831920860768281
0.1,10.0,1.0,6,1,4,0.4166666666666667,0.22051287963861563,9.303539437112322
0.1,10.0,1.0,6,2,3,0.45454545454545453,0.2583555598242424,6.204577059246601
0.1,10.0,1.0,6,2,4,0.6,0.1950862164449502,5.570247186754163
0.1,10.0,1.0,6,3,4,0.3333333333333333,0.2250397053682758,8.981495685208563
0.1,10.0,1.0,7,0,1,0.6363636363636364,0.31889397483052395,7.230684425636275
0.1,10.0,1.0,7,0,2,0.6363636363636364,0.2796389349443341,5.834941559565153
0.1,10.0,1.0,7,0,3,0.5,0.28451598921562093,3.978594750625853
0.1,10.0,1.0,7,0,4,0.2857142857142857,0.2281850924450815,3.783732460393971
0.1,10.0,1.0,7,1,2,0.8,0.2818009447691111,3.2934217835892694
0.1,10.0,1.0,7,1,3,0.5,0.24575435660631395,6.084122399175686
0.1,10.0,1.0,7,1,4,0.38461538461538464,0.20874441314625847,5.69595256532927
0.1,10.0,1.0,7,2,3,0.6363636363636364,0.241839445847119,5.191547848116286
0.1,10.0,1.0,7,2,4,0.5,0.2783157274162006,4.666463307977344
0.1,10.0,1.0,7,3,4,0.5,0.2040699500577721,1.5353750245507045
0.1,30.0,3.0,0,0,1,0.4444444444444444,0.19337749002148089,4.082233884368683
0.1,30.0,3.0,0,0,2,0.25,0.11612326457767558,1.8722289208294212
0.1,30.0,3.0,0,0,3,0.4,0.1401270046609057,3.8822300395878897
0.1,30.0,3.0,0,0,4,0.14285714285714285,0.07493890748677692,0.7796975762946605
0.1,30.0,3.0,0,1,2,0.2,0.23871214036159713,3.633331698058299
0.1,30.0,3.0,0,1,3,0.2222222222222222,0.09975059196139795,5.5276737867651065
0.1,30.0,3.0,0,1,4,0.18181818181818182,0.19135326280762585,3.8548798586202513
0.1,30.0,3.0,0,2,3,0.3,0.21681548942598233,3.80786173169378
0.1,30.0,3.0,0,2,4,0.15384615384615385,0.1612613840312796,1.9247672051796718
0.1,30.0,3.0,0,3,4,0.2727272727272727,0.1587705599310087,3.871913565615073
0.1,30.0,3.0,1,0,1,0.375,0.1929866864742989,6.193383085144176
0.1,30.0,3.0,1,0,2,0.5,0.2275272759998848,4.896277568613338
0.1,30.0,3.0,1,0,3,0.16666666666666666,0.1457671069466243,5.939383964850391
0.1,30.0,3.0,1,0,4,0.25,0.23404552793817565,4.614532238578841
0.1,30.0,3.0,1,1,2,0.375,0.15811298387240785,4.020949573759991
0.1,30.0,3.0,1,1,3,0.4444444444444444,0.20881149747258376,1.7323290048753521
0.1,30.0,3.0,1,1,4,0.2727272727272727,0.22084443882111165,2.9213946640688637
0.1,30.0,3.0,1,2,3,0.4,0.21804930714239512,2.5351105980314195
0.1,30.0,3.0,1,2,4,0.15384615384615385,0.22013385017206338,1.7980163636944382
0.1,30.0,3.0,1,3,4,0.21428571428571427,0.2476636175169645,2.2442304095334658
0.1,30.0,3.0,2,0,1,0.2,0.1150063516294172,3.8329614640838496
0.1,30.0,3.0,2,0,2,0.3333333333333333,0.23701275900366736,1.9741692449310209
0.1,30.0,3.0,2,0,3,0.4444444444444444,0.23949321140376437,0.7802658913807027
0.1,30.0,3.0,2,0,4,0.3,0.21616145370130269,1.8751247231755102
0.1,30.0,3.0,2,1,2,0.3333333333333333,0.17774615474146255,3.736397006473417
0.1,30.0,3.0,2,1,3,0.18181818181818182,0.17786952736078365,3.547887487102578
0.1,30.0,3.0,2,1,4,0.3,0.16990268491956179,3.4966408372617837
0.1,30.0,3.0,2,2,3,0.3,0.18868908449212446,1.9938713401904968
0.1,30.0,3.0,2,2,4,0.4444444444444444,0.20383282624789625,0.6070029617404168
0.1,30.0,3.0,2,3,4,0.2727272727272727,0.1264133259579182,1.6344768230862732
0.1,30.0,3.0,3,0,1,0.3,0.1781661616707449,1.768274905982097
0.1,30.0,3.0,3,0,2,0.16666666666666666,0.13315170931694392,0.9553877906290686
0.1,30.0,3.0,3,0,3,0.3,0.1536183775718782,0.7477526578773935
0.1,30.0,3.0,3,0,4,0.3333333333333333,0.18208741766627057,0.4437314861110005
0.1,30.0,3.0,3,1,2,0.25,0.1980999313870183,1.8455347353681533
0.1,30.0,3.0,3,1,3,0.16666666666666666,0.13681350595356578,1.6858616287711001
0.1,30.0,3.0,3,1,4,0.18181818181818182,0.21164585894987273,1.928001926821369
0.1,30.0,3.0,3,2,3,0.36363636363636365,0.1281433977753369,0.4960530533458429
0.1,30.0,3.0,3,2,4,0.16666666666666666,0.16470635960346963,1.3399580217679365
0.1,30.0,3.0,3,3,4,0.4444444444444444,0.14347842410779532,1.0808127879436917
0.1,30.0,3.0,4,0,1,0.14285714285714285,0.21055440654934673,1.4747593492694784
0.1,30.0,3.0,4,0,2,0.25,0.19657655399470647,2.6612978446705533
0.1,30.0,3.0,4,0,3,0.2727272727272727,0.20503103036919876,2.2496136415510395
0.1,30.0,3.0,4,0,4,0.2727272727272727,0.15975312249680718,3.5229993101071226
0.1,30.0,3.0,4,1,2,0.15384615384615385,0.21704919916923554,1.9634483360910802
0.1,30.0,3.0,4,1,3,0.2727272727272727,0.2582866373859883,2.6000627044404094
0.1,30.0,3.0,4,1,4,0.2727272727272727,0.25314321472868456,2.5715195049335087
0.1,30.0,3.0,4,2,3,0.18181818181818182,0.19836670623831254,3.573279498255403
0.1,30.0,3.0,4,2,4,0.3,0.2685495881366865,3.216401049355533
0.1,30.0,3.0,4,3,4,0.2,0.24842351358444498,4.291782015187965
0.1,30.0,3.0,5,0,1,0.3,0.20226112977847593,2.6675861527230587
0.1,30.0,3.0,5,0,2,0.2,0.1660784248786662,4.438226001273929
0.1,30.0,3.0,5,0,3,0.5714285714285714,0.1934023986170841,2.1862116789126644
0.1,30.0,3.0,5,0,4,0.2,0.234251990846995,4.382320102517627
0.1,30.0,3.0,5,1,2,0.4444444444444444,0.19254794548698526,3.84936095728272
0.1,30.0,3.0,5,1,3,0.5,0.1973483790780307,1.7497738069440216
0.1,30.0,3.0,5,1,4,0.4444444444444444,0.18561136917620707,3.732373514188751
0.1,30.0,3.0,5,2,3,0.2222222222222222,0.12245935823817065,4.665324686978623
0.1,30.0,3.0,5,2,4,0.7142857142857143,0.2038049157770876,0.38877626453872505
0.1,30.0,3.0,5,3,4,0.2222222222222222,0.17338862688527656,4.348541419921159
0.1,30.0,3.0,6,0,1,0.3333333333333333,0.12586033164542942,5.5063526468553015
0.1,30.0,3.0,6,0,2,0.3,0.07891184454471997,2.441211875835599
0.1,30.0,3.0,6,0,3,0.36363636363636365,0.17756648404034206,2.4296563404743057
0.1,30.0,3.0,6,0,4,0.2,0.1140831660990784,5.342471993935319
0.1,30.0,3.0,6,1,2,0.18181818181818182,0.16946883187726638,3.2351671290806197
0.1,30.0,3.0,6,1,3,0.36363636363636365,0.22000058732266115,4.28199475960305
0.1,30.0,3.0,6,1,4,0.3333333333333333,0.1726184223757579,1.2076214644719971
0.1,30.0,3.0,6,2,3,0.23076923076923078,0.17082246851684704,2.509962959234534
0.1,30.0,3.0,6,2,4,0.18181818181818182,0.10757462233550386,2.907108320201095
0.1,30.0,3.0,6,3,4,0.15384615384615385,0.19253914549089216,3.9161493682312307
0.1,30.0,3.0,7,0,1,0.36363636363636365,0.2714655759103244,3.156637311039452
0.1,30.0,3.0,7,0,2,0.25,0.20050563412526134,1.912016179471742
0.1,30.0,3.0,7,0,3,0.4444444444444444,0.26235910427807885,3.0939516688995186
0.1,30.0,3.0,7,0,4,0.25,0.18085640428650163,3.296022500025744
0.1,30.0,3.0,7,1,2,0.14285714285714285,0.2530158136017172,1.897096000002303
0.1,30.0,3.0,7,1,3,0.4,0.19988847818762517,4.3744925737995475
0.1,30.0,3.0,7,1,4,0.3333333333333333,0.1354558646141354,3.5182299462027067
0.1,30.0,3.0,7,2,3,0.16666666666666666,0.17587501824622512,3.3211955473948285
0.1,30.0,3.0,7,2,4,0.23076923076923078,0.2241091908490538,2.2990307831846035
0.1,30.0,3.0,7,3,4,0.16666666666666666,0.1529281677135692,2.9368937962747705
