noise_sigma,ratio,regularization,latent_index,first_repetition,second_repetition,knot_jaccard,guide_l2_ratio,hcrd_baseline_l2_ratio
0.01,30.0,0.3,0,1,3,0.2857142857142857,0.5609394863291706,98.49326640492278
0.01,30.0,0.3,0,1,4,0.5,0.43205373122809515,75.55709124838322
0.01,30.0,0.3,0,2,3,0.38461538461538464,0.3875127901146477,113.45029208841544
0.01,30.0,0.3,0,2,4,0.38461538461538464,0.385789712983378,78.94418095214519
0.01,30.0,0.3,0,3,4,0.38461538461538464,0.5435962399912313,88.61671240364724
0.01,30.0,0.3,1,0,1,0.8,0.3465001848484707,41.1368179817543
0.01,30.0,0.3,1,0,2,0.8,0.463362222838899,65.65830776046785
0.01,30.0,0.3,1,0,3,0.6363636363636364,0.4247710359985632,18.39724749873334
0.01,30.0,0.3,1,0,4,0.5,0.3783094647513536,35.644345023671754
0.01,30.0,0.3,1,1,2,0.6363636363636364,0.5359803036443402,85.8708231009939
0.01,30.0,0.3,1,1,3,0.8,0.4643339033339051,42.94306327889948
0.01,30.0,0.3,1,1,4,0.38461538461538464,0.45864706488703094,56.48463293874904
0.01,30.0,0.3,1,2,3,0.5,0.5005168047482612,71.4483970059577
0.01,30.0,0.3,1,2,4,0.38461538461538464,0.45415014719806585,77.87827701833794
0.01,30.0,0.3,1,3,4,0.2857142857142857,0.4750099619431402,45.371057669873885
0.01,30.0,0.3,2,0,1,0.8,0.4519281621434387,57.4165903314258
0.01,30.0,0.3,2,0,2,0.8,0.3953734419510064,53.3301994083942
0.01,30.0,0.3,2,0,3,0.5,0.39674069326956735,49.214147933728
0.01,30.0,0.3,2,0,4,0.38461538461538464,0.42906418988933864,66.854523620215
0.01,30.0,0.3,2,1,2,1.0,0.4676848105393382,2.925771803885045
0.01,30.0,0.3,2,1,3,0.38461538461538464,0.42365713872909844,81.28897449448223
0.01,30.0,0.3,2,1,4,0.2857142857142857,0.5050551741130374,86.80553449138976
0.01,30.0,0.3,2,2,3,0.38461538461538464,0.4114000094583627,77.78799845659745
0.01,30.0,0.3,2,2,4,0.2857142857142857,0.4338581364490472,87.62675477024617
0.01,30.0,0.3,2,3,4,0.5,0.40835610998457633,44.0007852043442
0.01,30.0,0.3,3,0,1,0.38461538461538464,0.4531325890258779,72.02203371288726
0.01,30.0,0.3,3,0,2,0.2857142857142857,0.39332721533913323,61.462263078948155
0.01,30.0,0.3,3,0,3,0.38461538461538464,0.4282455625946259,45.99211981056295
0.01,30.0,0.3,3,0,4,0.38461538461538464,0.39371490276172244,67.3386607323141
0.01,30.0,0.3,3,1,2,0.5,0.3964505840879896,69.20282582227645
0.01,30.0,0.3,3,1,3,0.38461538461538464,0.42536485014104214,80.93453405078886
0.01,30.0,0.3,3,1,4,0.38461538461538464,0.39675611392814425,85.25609517446158
0.01,30.0,0.3,3,2,3,0.8,0.41181591978818427,43.709897328730726
0.01,30.0,0.3,3,2,4,0.8,0.3800841462457828,33.52236526153668
0.01,30.0,0.3,3,3,4,0.6363636363636364,0.3421185187732914,55.833425670030145
0.01,30.0,0.3,4,0,1,0.6363636363636364,0.43502140153935925,77.22942656523709
0.01,30.0,0.3,4,0,2,0.6363636363636364,0.4616311454169118,83.47862112954186
0.01,30.0,0.3,4,0,3,0.8,0.4530916225678665,54.66455545907681
0.01,30.0,0.3,4,0,4,0.6363636363636364,0.4556714780816793,86.67816091907338
0.01,30.0,0.3,4,1,2,0.6363636363636364,0.3915374013944223,71.2614039746417
0.01,30.0,0.3,4,1,3,0.8,0.41978525612266987,44.369069213644885
0.01,30.0,0.3,4,1,4,0.6363636363636364,0.441082721036269,93.28098001194682
0.01,30.0,0.3,4,2,3,0.8,0.3542292568302718,51.84625531590476
0.01,30.0,0.3,4,2,4,0.6363636363636364,0.4104812136482129,59.98165803672476
0.01,30.0,0.3,4,3,4,0.8,0.3694812815347376,63.33090715953775
0.01,30.0,0.3,5,0,1,0.6363636363636364,0.4585302708793595,54.98369686570268
0.01,30.0,0.3,5,0,2,0.5,0.4865070189088794,86.38351173662079
0.01,30.0,0.3,5,0,3,0.8,0.37981195997759326,36.4572578039768
0.01,30.0,0.3,5,0,4,0.5,0.45835032345774224,61.89583742861188
0.01,30.0,0.3,5,1,2,0.5,0.4219500739466201,81.87135564192884
0.01,30.0,0.3,5,1,3,0.5,0.4747862542075554,45.501835175153325
0.01,30.0,0.3,5,1,4,0.5,0.4071746630801881,82.38533299682867
0.01,30.0,0.3,5,2,3,0.38461538461538464,0.4276682103203246,72.34799606763836
0.01,30.0,0.3,5,2,4,0.38461538461538464,0.41870613307750415,68.50912714750685
0.01,30.0,0.3,5,3,4,0.38461538461538464,0.4216969088486188,70.57995482613227
0.01,30.0,0.3,6,0,1,0.6363636363636364,0.491928849638532,80.44431647354334
0.01,30.0,0.3,6,0,2,0.38461538461538464,0.42983156062197114,86.04964906444295
0.01,30.0,0.3,6,0,3,0.6363636363636364,0.48425008433885386,79.19292610252808
0.01,30.0,0.3,6,0,4,0.38461538461538464,0.40100981010659875,109.01581449391394
0.01,30.0,0.3,6,1,2,0.38461538461538464,0.46050444440778376,88.26516388768796
0.01,30.0,0.3,6,1,3,1.0,0.46318324381786363,2.436677164110051
0.01,30.0,0.3,6,1,4,0.6363636363636364,0.4252477136697655,70.33036213837643
0.01,30.0,0.3,6,2,3,0.38461538461538464,0.41108958074932134,85.35963364271714
0.01,30.0,0.3,6,2,4,0.38461538461538464,0.38122980093769276,60.80682875174526
0.01,30.0,0.3,6,3,4,0.6363636363636364,0.47703269216092303,65.64877005809392
0.01,30.0,0.3,7,0,1,0.38461538461538464,0.44307397622782757,112.03011162397021
0.01,30.0,0.3,7,0,2,0.5,0.41071042200686825,75.62396775352808
0.01,30.0,0.3,7,0,3,0.6363636363636364,0.4067070374669737,95.7275703681051
0.01,30.0,0.3,7,0,4,1.0,0.4142172894625612,0.29862938747493095
0.01,30.0,0.3,7,1,2,0.5,0.42443180522957924,81.53373332170662
0.01,30.0,0.3,7,1,3,0.6363636363636364,0.43747316926967467,48.181842008649035
0.01,30.0,0.3,7,1,4,0.38461538461538464,0.4788164019160907,101.60838839143327
0.01,30.0,0.3,7,2,3,0.5,0.4407828480329322,88.1959524837952
0.01,30.0,0.3,7,2,4,0.5,0.4359354757375463,72.02430574608205
0.01,30.0,0.3,7,3,4,0.6363636363636364,0.38421846576814933,86.76878408810245
0.03,0.3,0.009,0,0,1,0.5,0.5727888733691946,12.39651956692827
0.03,0.3,0.009,0,0,2,0.38461538461538464,0.5604114882988546,15.647919453937591
0.03,0.3,0.009,0,0,3,0.2,0.458032686486256,20.814518594559434
0.03,0.3,0.009,0,0,4,0.5,0.4970290711213932,12.336708852344097
0.03,0.3,0.009,0,1,2,0.5,0.550550301453487,11.518839195275525
0.03,0.3,0.009,0,1,3,0.2,0.5632181178497796,17.714042747615924
0.03,0.3,0.009,0,1,4,0.38461538461538464,0.5470053588087997,8.540061143874281
0.03,0.3,0.009,0,2,3,0.38461538461538464,0.4971065880420677,14.581223041044897
0.03,0.3,0.009,0,2,4,0.5,0.517777285395053,10.395975849079615
0.03,0.3,0.009,0,3,4,0.38461538461538464,0.5100710396932442,17.478000957584765
0.03,0.3,0.009,1,0,1,0.5,0.5074226758940246,7.952455616295512
0.03,0.3,0.009,1,0,2,0.2857142857142857,0.5661491295543146,11.35359008662255
0.03,0.3,0.009,1,0,3,0.5,0.5337452378394286,11.424997266328347
0.03,0.3,0.009,1,0,4,0.2,0.5579608662129586,15.022178879772602
0.03,0.3,0.009,1,1,2,0.2,0.5509124206648263,13.588214314101448
0.03,0.3,0.009,1,1,3,0.8,0.5082804473703885,7.389521638888607
0.03,0.3,0.009,1,1,4,0.38461538461538464,0.5186559625940443,13.37467787338336
0.03,0.3,0.009,1,2,3,0.125,0.5847208786172171,15.254073833230455
0.03,0.3,0.009,1,2,4,0.6363636363636364,0.6000789596049053,9.338710660655755
0.03,0.3,0.009,1,3,4,0.2857142857142857,0.5339444241756776,14.027667576400084
0.03,0.3,0.009,2,0,1,0.38461538461538464,0.5106582371667746,15.044426936857061
0.03,0.3,0.009,2,0,2,0.38461538461538464,0.5276775031051202,14.511136733390149
0.03,0.3,0.009,2,0,3,0.38461538461538464,0.46871355174902884,15.587825199560331
0.03,0.3,0.009,2,0,4,0.38461538461538464,0.4873425296071876,14.435112198476666
0.03,0.3,0.009,2,1,2,0.6363636363636364,0.544088938317593,9.143325894217865
0.03,0.3,0.009,2,1,3,0.38461538461538464,0.521076323973201,20.23836054187639
0.03,0.3,0.009,2,1,4,0.2,0.5146585924770787,12.532751417555366
0.03,0.3,0.009,2,2,3,0.2857142857142857,0.5638416720123941,16.72703224646359
0.03,0.3,0.009,2,2,4,0.38461538461538464,0.5335809150890783,7.889730196927726
0.03,0.3,0.009,2,3,4,0.2,0.4652562754727809,16.42336652842303
0.03,0.3,0.009,3,0,1,0.38461538461538464,0.5202435810838394,10.09747873060724
0.03,0.3,0.009,3,0,2,0.38461538461538464,0.4611381309815646,10.652708433303122
0.03,0.3,0.009,3,0,3,0.5,0.5360631824089624,9.15466180591113
0.03,0.3,0.009,3,0,4,0.125,0.47854669586900594,12.954754426130624
0.03,0.3,0.009,3,1,2,0.38461538461538464,0.5079793867868762,6.713465681316948
0.03,0.3,0.009,3,1,3,0.8,0.5369217123326284,5.142805121718173
0.03,0.3,0.009,3,1,4,0.38461538461538464,0.5303741389165894,10.360059328767251
0.03,0.3,0.009,3,2,3,0.2857142857142857,0.4933729781417766,6.119929808001429
0.03,0.3,0.009,3,2,4,0.38461538461538464,0.49333995764696514,11.538980528982975
0.03,0.3,0.009,3,3,4,0.2857142857142857,0.5275668727468724,11.849946375285416
0.03,0.3,0.009,4,0,1,0.2857142857142857,0.5487605842983094,15.851530164539907
0.03,0.3,0.009,4,0,2,0.5,0.5732768670516118,12.108897263920698
0.03,0.3,0.009,4,0,3,0.38461538461538464,0.5294031117380441,12.352747462078549
0.03,0.3,0.009,4,0,4,0.2857142857142857,0.5473163025819225,16.37766833291212
0.03,0.3,0.009,4,1,2,0.2,0.5624774497243681,16.746150877135296
0.03,0.3,0.009,4,1,3,0.2857142857142857,0.5183085429851827,15.22834966308332
0.03,0.3,0.009,4,1,4,0.6363636363636364,0.519689976391717,8.848680674831044
0.03,0.3,0.009,4,2,3,0.38461538461538464,0.5351780331149167,9.703102571261265
0.03,0.3,0.009,4,2,4,0.38461538461538464,0.5699693614114201,12.947907386238347
0.03,0.3,0.009,4,3,4,0.2857142857142857,0.4932126320985466,12.199864896396932
0.03,0.3,0.009,5,0,1,0.5,0.5556723492842277,13.538644326483361
0.03,0.3,0.009,5,0,2,0.38461538461538464,0.5485470444266632,14.10646686900343
0.03,0.3,0.009,5,0,3,0.2857142857142857,0.49739548141466716,11.34550690675057
0.03,0.3,0.009,5,0,4,0.38461538461538464,0.49591636425824726,12.768949363152746
0.03,0.3,0.009,5,1,2,0.2857142857142857,0.5174550969673297,18.124635662058783
0.03,0.3,0.009,5,1,3,0.5,0.47724006360863425,13.048382574303126
0.03,0.3,0.009,5,1,4,0.6363636363636364,0.5075846093700379,6.925929292853967
0.03,0.3,0.009,5,2,3,0.2857142857142857,0.47843819562548673,14.172486107900953
0.03,0.3,0.009,5,2,4,0.125,0.4884623409762028,16.547473381470194
0.03,0.3,0.009,5,3,4,0.2857142857142857,0.5010305398442219,13.899577254286726
0.03,0.3,0.009,6,0,1,0.2857142857142857,0.49951487652100857,13.039591706555361
0.03,0.3,0.009,6,0,2,0.2857142857142857,0.5594177809655485,13.669061234032792
0.03,0.3,0.009,6,0,3,0.38461538461538464,0.547395649912733,13.917321000783744
0.03,0.3,0.009,6,0,4,0.2857142857142857,0.49501049159295346,14.244994483589318
0.03,0.3,0.009,6,1,2,0.5,0.6250214642702718,10.510948220507052
0.03,0.3,0.009,6,1,3,0.2857142857142857,0.5885917414255281,12.39274553485576
0.03,0.3,0.009,6,1,4,0.8,0.5180533894819127,5.271443601140369
0.03,0.3,0.009,6,2,3,0.38461538461538464,0.578889148656585,12.81658528703896
0.03,0.3,0.009,6,2,4,0.6363636363636364,0.5444544593340612,7.243270114525822
0.03,0.3,0.009,6,3,4,0.2857142857142857,0.5589376460000984,11.84776015799021
0.03,0.3,0.009,7,0,1,0.2,0.4412458875230299,12.406996710579154
0.03,0.3,0.009,7,0,2,0.38461538461538464,0.46046751255056256,8.849662564631528
0.03,0.3,0.009,7,0,3,0.125,0.5287304405980826,14.698904319267575
0.03,0.3,0.009,7,0,4,0.5,0.520705831599759,12.44020010691587
0.03,0.3,0.009,7,1,2,0.2857142857142857,0.4756215401240294,11.28953338580378
0.03,0.3,0.009,7,1,3,0.5,0.4887866413944243,9.249205179570284
0.03,0.3,0.009,7,1,4,0.38461538461538464,0.5157067833675765,12.580165801758389
0.03,0.3,0.009,7,2,3,0.38461538461538464,0.5294123093364007,9.573211668042264
0.03,0.3,0.009,7,2,4,0.125,0.5935708424645398,15.307403973278774
0.03,0.3,0.009,7,3,4,0.2,0.542738723383536,16.429284613333035
0.03,1.0,0.03,0,0,1,0.2857142857142857,0.5479409538440861,24.347837618908475
0.03,1.0,0.03,0,0,2,0.38461538461538464,0.5282975746131333,22.574824545150083
0.03,1.0,0.03,0,0,3,0.5,0.4282721409529033,15.891388169859635
0.03,1.0,0.03,0,0,4,0.6363636363636364,0.46579867611828574,11.248424276849468
0.03,1.0,0.03,0,1,2,0.38461538461538464,0.5025042435428239,14.220455625861835
0.03,1.0,0.03,0,1,3,0.6363636363636364,0.539917044857539,13.198417311713737
0.03,1.0,0.03,0,1,4,0.2857142857142857,0.5074085590266125,21.12497055361607
0.03,1.0,0.03,0,2,3,0.38461538461538464,0.47659713252468455,15.86854663307215
0.03,1.0,0.03,0,2,4,0.6363636363636364,0.49199313957433566,20.076393100302806
0.03,1.0,0.03,0,3,4,0.5,0.4824362784625639,14.385365061231056
0.03,1.0,0.03,1,0,1,0.6363636363636364,0.48823300445885437,10.165415410962481
0.03,1.0,0.03,1,0,2,0.38461538461538464,0.5316163011260217,17.94405339838932
0.03,1.0,0.03,1,0,3,0.2,0.49731132812568135,22.5860599074578
0.03,1.0,0.03,1,0,4,0.38461538461538464,0.4904032708056088,19.11570583600311
0.03,1.0,0.03,1,1,2,0.38461538461538464,0.5318654986796897,18.368602129561594
0.03,1.0,0.03,1,1,3,0.38461538461538464,0.48435284527708033,19.60592709357369
0.03,1.0,0.03,1,1,4,0.38461538461538464,0.5045818244820695,18.4551031187959
0.03,1.0,0.03,1,2,3,0.2857142857142857,0.5417725197006514,20.194103326484374
0.03,1.0,0.03,1,2,4,0.38461538461538464,0.5710449467018464,10.049478181421836
0.03,1.0,0.03,1,3,4,0.2857142857142857,0.49488329481185644,19.311191426059438
0.03,1.0,0.03,2,0,1,0.38461538461538464,0.47328831720062925,23.413538286062305
0.03,1.0,0.03,2,0,2,0.6363636363636364,0.469465408976965,11.626582334344633
0.03,1.0,0.03,2,0,3,0.2857142857142857,0.4255432413977893,26.682312226730403
0.03,1.0,0.03,2,0,4,0.38461538461538464,0.43703012404040925,19.589423471894204
0.03,1.0,0.03,2,1,2,0.5,0.5048640303580235,20.601937742664806
0.03,1.0,0.03,2,1,3,0.2857142857142857,0.4695678704505902,15.667444000652615
0.03,1.0,0.03,2,1,4,0.38461538461538464,0.47687679474053357,15.799146740555049
0.03,1.0,0.03,2,2,3,0.2857142857142857,0.5109313982267067,21.061441232738314
0.03,1.0,0.03,2,2,4,0.2857142857142857,0.4906319983562809,22.00599416703483
0.03,1.0,0.03,2,3,4,0.38461538461538464,0.4395243675963278,17.97300399264634
0.03,1.0,0.03,3,0,1,0.5,0.5114303361948473,12.880126777360722
0.03,1.0,0.03,3,0,2,0.5,0.4419723840020612,16.75146541524312
0.03,1.0,0.03,3,0,3,0.5,0.5147924282593295,16.624757338291637
0.03,1.0,0.03,3,0,4,0.6363636363636364,0.4727851141733328,8.157122926030924
0.03,1.0,0.03,3,1,2,0.38461538461538464,0.49601905505574995,15.864755350879188
0.03,1.0,0.03,3,1,3,0.38461538461538464,0.5176674788814676,14.164745412561631
0.03,1.0,0.03,3,1,4,0.6363636363636364,0.4950547656155547,9.968464588404991
0.03,1.0,0.03,3,2,3,0.38461538461538464,0.4584823117921759,17.816356385775663
0.03,1.0,0.03,3,2,4,0.5,0.46248929738449557,12.966344614107385
0.03,1.0,0.03,3,3,4,0.2857142857142857,0.5056293762513266,18.628391655175616
0.03,1.0,0.03,4,0,1,0.6363636363636364,0.5160714520107731,17.189825499835937
0.03,1.0,0.03,4,0,2,0.2,0.5513867884627979,26.869911834915992
0.03,1.0,0.03,4,0,3,0.5,0.4956790431147508,16.35188170846767
0.03,1.0,0.03,4,0,4,0.5,0.5139668368781082,14.530900343611016
0.03,1.0,0.03,4,1,2,0.38461538461538464,0.5509210244652292,19.596489586029225
0.03,1.0,0.03,4,1,3,0.2857142857142857,0.4923932343443413,18.92590804243722
0.03,1.0,0.03,4,1,4,0.38461538461538464,0.49281753559158004,16.79029428086181
0.03,1.0,0.03,4,2,3,0.2857142857142857,0.5205232379090959,24.41823253133493
0.03,1.0,0.03,4,2,4,0.2857142857142857,0.5603261458890393,23.839587161052226
0.03,1.0,0.03,4,3,4,0.38461538461538464,0.4697258257218671,17.793723264242484
0.03,1.0,0.03,5,0,1,0.2857142857142857,0.5280303163851635,22.135478774906385
0.03,1.0,0.03,5,0,2,0.2857142857142857,0.5269151306170308,16.078084601972567
0.03,1.0,0.03,5,0,3,0.38461538461538464,0.47170520129760585,17.56318645639565
0.03,1.0,0.03,5,0,4,0.38461538461538464,0.454134697989583,15.097341566744635
0.03,1.0,0.03,5,1,2,0.6363636363636364,0.4809085489037097,13.946253337848399
0.03,1.0,0.03,5,1,3,0.5,0.45691169577477025,17.89249335767599
0.03,1.0,0.03,5,1,4,0.38461538461538464,0.4697403062847279,13.205189003215294
0.03,1.0,0.03,5,2,3,0.38461538461538464,0.4622003498900232,17.117070815739968
0.03,1.0,0.03,5,2,4,0.5,0.4717276874020304,8.12108216658321
0.03,1.0,0.03,5,3,4,0.2,0.4660196975481881,20.473803704047317
0.03,1.0,0.03,6,0,1,1.0,0.48632481842058517,1.9744605688333052
0.03,1.0,0.03,6,0,2,0.2857142857142857,0.5369310578476082,19.36750647889472
0.03,1.0,0.03,6,0,3,0.2,0.4988393773978392,17.442910475219133
0.03,1.0,0.03,6,0,4,0.5,0.4755753758615669,11.33625412953656
0.03,1.0,0.03,6,1,2,0.2857142857142857,0.5896752933040496,20.63186089191832
0.03,1.0,0.03,6,1,3,0.2,0.5340927323552439,17.78484332785052
0.03,1.0,0.03,6,1,4,0.6363636363636364,0.49248560342852427,10.288263608415308
0.03,1.0,0.03,6,2,3,0.5,0.5419072480827121,15.897947285982891
0.03,1.0,0.03,6,2,4,0.5,0.5173233076068615,15.753980228198238
0.03,1.0,0.03,6,3,4,0.2857142857142857,0.5214987875407895,13.48202396081587
0.03,1.0,0.03,7,0,1,0.38461538461538464,0.41183650683127343,17.556091382561572
0.03,1.0,0.03,7,0,2,0.2857142857142857,0.43117792293079,21.646205271166735
0.03,1.0,0.03,7,0,3,0.6363636363636364,0.501976287198362,14.472662239616485
0.03,1.0,0.03,7,0,4,0.38461538461538464,0.4729659643271909,13.092222481163281
0.03,1.0,0.03,7,1,2,0.38461538461538464,0.42954177671038213,18.886377604934964
0.03,1.0,0.03,7,1,3,0.38461538461538464,0.4529497827490853,20.327483496164433
0.03,1.0,0.03,7,1,4,0.5,0.47347719578741404,9.173379802578728
0.03,1.0,0.03,7,2,3,0.5,0.47174466065706394,19.81063493666069
0.03,1.0,0.03,7,2,4,0.6363636363636364,0.5465545578451325,16.7604963428577
0.03,1.0,0.03,7,3,4,0.38461538461538464,0.501990616357962,19.37171125783686
0.03,3.0,0.09,0,0,1,0.38461538461538464,0.47245979679165256,27.621793289773166
0.03,3.0,0.09,0,0,2,0.2,0.5013852257260786,32.739684632420925
0.03,3.0,0.09,0,0,3,0.5,0.39281364318508855,22.46959291528013
0.03,3.0,0.09,0,0,4,0.38461538461538464,0.4316858788524592,34.07604536966772
0.03,3.0,0.09,0,1,2,0.6363636363636364,0.4656088281411631,12.918667596471488
0.03,3.0,0.09,0,1,3,0.5,0.4657342597260893,18.0355012447212
0.03,3.0,0.09,0,1,4,0.2,0.44897566555719465,29.393609608763562
0.03,3.0,0.09,0,2,3,0.2857142857142857,0.4375456844061269,22.990525198783693
0.03,3.0,0.09,0,2,4,0.38461538461538464,0.46289181272308416,25.930525217954585
0.03,3.0,0.09,0,3,4,0.2857142857142857,0.4620012210787368,31.15798908138906
0.03,3.0,0.09,1,0,1,0.5,0.4069393842392889,17.22928276884809
0.03,3.0,0.09,1,0,2,0.6363636363636364,0.46492153987371393,18.637554536739167
0.03,3.0,0.09,1,0,3,0.6363636363636364,0.4438522099866634,17.253067962634972
0.03,3.0,0.09,1,0,4,0.2,0.4205728390886824,22.449122045043644
0.03,3.0,0.09,1,1,2,0.2857142857142857,0.45530625339782727,27.958027811012183
0.03,3.0,0.09,1,1,3,0.5,0.428602702261752,22.16673846147357
0.03,3.0,0.09,1,1,4,0.5,0.4448534893382079,19.6042688522149
0.03,3.0,0.09,1,2,3,0.5,0.49697945557995576,14.833920497118926
0.03,3.0,0.09,1,2,4,0.38461538461538464,0.5143089499524475,23.10270324204803
0.03,3.0,0.09,1,3,4,0.38461538461538464,0.4298463248738466,19.94142170491179
0.03,3.0,0.09,2,0,1,0.2857142857142857,0.3963121224153588,16.411658473293507
0.03,3.0,0.09,2,0,2,0.38461538461538464,0.4106862164776691,19.58010556753793
0.03,3.0,0.09,2,0,3,0.8,0.38680214309810124,12.241949053277729
0.03,3.0,0.09,2,0,4,0.6363636363636364,0.3678432989507256,15.467033522985071
0.03,3.0,0.09,2,1,2,0.5,0.4641593081125216,20.389563087040642
0.03,3.0,0.09,2,1,3,0.38461538461538464,0.41056202053123053,17.470288340697376
0.03,3.0,0.09,2,1,4,0.2857142857142857,0.42773066565502466,18.701885167796373
0.03,3.0,0.09,2,2,3,0.2857142857142857,0.4370764319663035,22.937084335702977
0.03,3.0,0.09,2,2,4,0.38461538461538464,0.44096679341639283,15.746951722116407
0.03,3.0,0.09,2,3,4,0.5,0.4182377705704856,19.773073462423437
0.03,3.0,0.09,3,0,1,0.38461538461538464,0.4477872690166189,16.890058405055765
0.03,3.0,0.09,3,0,2,0.2857142857142857,0.38340017228500534,17.71209702085015
0.03,3.0,0.09,3,0,3,0.5,0.4453494932388355,15.611382051090025
0.03,3.0,0.09,3,0,4,0.5,0.42511490757306525,14.964848632196928
0.03,3.0,0.09,3,1,2,0.5,0.46036606332417035,16.154566886960758
0.03,3.0,0.09,3,1,3,0.38461538461538464,0.4844746449078366,21.905836465702347
0.03,3.0,0.09,3,1,4,0.5,0.4415043409433859,14.303479520261407
0.03,3.0,0.09,3,2,3,0.5,0.4155000956473552,15.72447285579712
0.03,3.0,0.09,3,2,4,0.6363636363636364,0.4152314835834414,9.482912700277785
0.03,3.0,0.09,3,3,4,0.2857142857142857,0.43190012059279415,20.236900961217927
0.03,3.0,0.09,4,0,1,0.5,0.4981805769373384,23.8572531236454
0.03,3.0,0.09,4,0,2,0.5,0.517663785621171,24.08042888610917
0.03,3.0,0.09,4,0,3,0.38461538461538464,0.4780665548471267,22.966690504262722
0.03,3.0,0.09,4,0,4,0.38461538461538464,0.48054439725004433,25.386693344265165
0.03,3.0,0.09,4,1,2,0.6363636363636364,0.5136426582845056,16.180549670898138
0.03,3.0,0.09,4,1,3,0.5,0.46366912325231846,15.201966660615671
0.03,3.0,0.09,4,1,4,0.5,0.4235225140096554,22.751615096868047
0.03,3.0,0.09,4,2,3,0.8,0.49455056998131036,11.148778108038076
0.03,3.0,0.09,4,2,4,0.2857142857142857,0.5173030007563877,29.65178334583906
0.03,3.0,0.09,4,3,4,0.38461538461538464,0.4222324467840482,25.729291433056105
0.03,3.0,0.09,5,0,1,0.6363636363636364,0.47924745408315894,24.22129344978655
0.03,3.0,0.09,5,0,2,0.5,0.4931183458221178,16.283390563056507
0.03,3.0,0.09,5,0,3,0.6363636363636364,0.45198149410321364,17.760482169912688
0.03,3.0,0.09,5,0,4,0.38461538461538464,0.4358996616993278,20.88889964676471
0.03,3.0,0.09,5,1,2,0.6363636363636364,0.44034600951471536,13.100476054565878
0.03,3.0,0.09,5,1,3,0.6363636363636364,0.4295149679423195,12.797534099949063
0.03,3.0,0.09,5,1,4,0.5,0.44426774260310176,19.947647900795335
0.03,3.0,0.09,5,2,3,0.6363636363636364,0.4143710137614831,14.395415727664002
0.03,3.0,0.09,5,2,4,0.8,0.4096390192363028,9.487538794339711
0.03,3.0,0.09,5,3,4,0.5,0.43794871374577554,20.198758970188276
0.03,3.0,0.09,6,0,1,0.6363636363636364,0.4260595483773055,21.538175253537606
0.03,3.0,0.09,6,0,2,0.38461538461538464,0.4494000540153411,25.7112519327775
0.03,3.0,0.09,6,0,3,0.5,0.41501924657647515,23.058359607042764
0.03,3.0,0.09,6,0,4,0.38461538461538464,0.3837652757558229,26.373834828219977
0.03,3.0,0.09,6,1,2,0.6363636363636364,0.5285731623746932,21.260803744559848
0.03,3.0,0.09,6,1,3,0.5,0.4837579771136919,23.473321129276073
0.03,3.0,0.09,6,1,4,0.38461538461538464,0.44926907386346343,25.64575442589932
0.03,3.0,0.09,6,2,3,0.5,0.49684702818034515,9.21412669006811
0.03,3.0,0.09,6,2,4,0.6363636363636364,0.45673057562645775,14.494344751235575
0.03,3.0,0.09,6,3,4,0.5,0.47522794071006286,16.808391735212673
0.03,3.0,0.09,7,0,1,0.2857142857142857,0.4015951615364797,22.407232967440997
0.03,3.0,0.09,7,0,2,0.2857142857142857,0.4168279019209415,25.23278563576347
0.03,3.0,0.09,7,0,3,0.5,0.4880995879823533,20.66672951818338
0.03,3.0,0.09,7,0,4,0.2,0.4517285183745357,23.179579885935823
0.03,3.0,0.09,7,1,2,0.38461538461538464,0.41171012585385974,23.022573233844888
0.03,3.0,0.09,7,1,3,0.6363636363636364,0.4209406203466779,14.874135301263948
0.03,3.0,0.09,7,1,4,0.38461538461538464,0.4297657085965393,25.574655562108838
0.03,3.0,0.09,7,2,3,0.38461538461538464,0.46455554198063614,28.968550600907008
0.03,3.0,0.09,7,2,4,0.38461538461538464,0.5100078446529592,23.945219213170326
0.03,3.0,0.09,7,3,4,0.2,0.4506564532514511,34.511308974182555
0.03,10.0,0.3,0,0,1,0.2,0.42057322168029593,28.77749000830741
0.03,10.0,0.3,0,0,2,0.38461538461538464,0.4157857389582604,28.170661887854823
0.03,10.0,0.3,0,0,3,0.5,0.31164167200616477,16.444030058899415
0.03,10.0,0.3,0,0,4,0.5,0.33396444772572165,28.118154354327324
0.03,10.0,0.3,0,1,2,0.2857142857142857,0.38318225813537965,29.651052864063484
0.03,10.0,0.3,0,1,3,0.5,0.38279574237163766,22.047184608476275
0.03,10.0,0.3,0,1,4,0.5,0.3835805040088414,21.4115150109453
0.03,10.0,0.3,0,2,3,0.2,0.388076723903066,32.93040980750215
0.03,10.0,0.3,0,2,4,0.38461538461538464,0.3769509560362219,30.794861866641565
0.03,10.0,0.3,0,3,4,0.6363636363636364,0.3751408241918814,23.063280442412758
0.03,10.0,0.3,1,0,1,0.8,0.3145253364759449,3.906255271116923
0.03,10.0,0.3,1,0,2,0.38461538461538464,0.4216353885658408,20.15650952095736
0.03,10.0,0.3,1,0,3,1.0,0.3295152439198112,1.220044281524311
0.03,10.0,0.3,1,0,4,0.5,0.34093906055616796,17.49786655719891
0.03,10.0,0.3,1,1,2,0.5,0.378379383301893,19.043707390864434
0.03,10.0,0.3,1,1,3,0.8,0.3267005920240222,4.481237040446699
