noise_sigma,regularization,latent_index,repetition,baseline_mse,guide_mse,target_knot_f1,knot_count
0.03,10.0,6,1,0.11071281286669359,0.2843861098499683,0.42857142857142855,9
0.03,10.0,6,2,0.11041004776405738,0.2835055842274201,0.42857142857142855,9
0.03,10.0,6,3,0.11120516427191879,0.28503649669976494,0.42857142857142855,9
0.03,10.0,6,4,0.10972624387082654,0.2819992861419952,0.42857142857142855,9
0.03,10.0,7,0,0.06049458233898562,0.28882670603869165,0.8571428571428571,9
0.03,10.0,7,1,0.059471216116058497,0.2881788466149827,0.8571428571428571,9
0.03,10.0,7,2,0.06106525740387001,0.29009045298316766,0.8571428571428571,9
0.03,10.0,7,3,0.06047312932063582,0.2894900032605906,0.8571428571428571,9
0.03,10.0,7,4,0.06279799625885876,0.29290300296521926,0.8571428571428571,9
0.05,0.3,0,0,0.12358700875422848,0.6736011588491717,0.2857142857142857,9
0.05,0.3,0,1,0.12297702811227948,0.6776032482775953,0.2857142857142857,9
0.05,0.3,0,2,0.12551411453562097,0.6749648747087146,0.2857142857142857,9
0.05,0.3,0,3,0.12279703542638051,0.678902339745147,0.2857142857142857,9
0.05,0.3,0,4,0.13094370878331438,0.6804005320296743,0.2857142857142857,9
0.05,0.3,1,0,0.03717075003227882,0.8204534503522645,0.5714285714285714,9
0.05,0.3,1,1,0.03689415000159702,0.816134898960557,0.5714285714285714,9
0.05,0.3,1,2,0.03948656233041198,0.8091145207955641,0.5714285714285714,9
0.05,0.3,1,3,0.03256689427835064,0.8176142179340508,0.5714285714285714,9
0.05,0.3,1,4,0.03768285740387743,0.8182283605144056,0.5714285714285714,9
0.05,0.3,2,0,0.05503271032924007,0.640381143977724,0.42857142857142855,9
0.05,0.3,2,1,0.06780843763495398,0.6437760254130883,0.42857142857142855,9
0.05,0.3,2,2,0.06846051127067919,0.641629949448561,0.42857142857142855,9
0.05,0.3,2,3,0.056585805761770885,0.649756527339375,0.42857142857142855,9
0.05,0.3,2,4,0.06499451415377314,0.6489243900634165,0.7142857142857143,9
0.05,0.3,3,0,0.15230367192953118,0.9171210980798967,0.2857142857142857,9
0.05,0.3,3,1,0.16037091811773774,0.9154801349843228,0.14285714285714285,9
0.05,0.3,3,2,0.1461443111937674,0.9167908591462901,0.42857142857142855,9
