dataset,assignment,train_size,test_size,length,class_count,method,accuracy,balanced_accuracy,macro_f1,transform_seconds,head_fit_seconds,head_predict_seconds,feature_count,representation_seconds
CricketX,discovery,390,390,300,12,wavelet_minirocket,0.782051282051282,0.7947688937450166,0.7833268966992062,0.8505156999453902,0.2940173000097275,0.01647239993326366,9996,0.4015633000526577
CricketX,discovery,390,390,300,12,hcrd_minirocket,0.7282051282051282,0.7390027337499788,0.729001260477873,1.0658634999999776,0.315456899930723,0.0193425000179559,9996,35.95656429999508
CricketX,discovery,390,390,300,12,hcrd_energy,0.43333333333333335,0.43814441143139415,0.4043447287884183,0.0,0.06686280004214495,0.0014057999942451715,85,35.95656429999508
CricketX,discovery,390,390,300,12,hcrd_structure,0.45384615384615384,0.46009756060805357,0.43123320270969784,0.0,0.18274160008877516,0.0027077998965978622,595,35.95656429999508
CricketX,discovery,390,390,300,12,hcrd_hybrid,0.7102564102564103,0.722773293369019,0.7119165743617399,1.0658634999999776,0.29542939993552864,0.030052000074647367,10591,35.95656429999508
CricketZ,discovery,390,390,300,12,raw_minirocket,0.8153846153846154,0.8066075667879207,0.8056119784291189,0.2722506000427529,0.28748599998652935,0.029634300037287176,9996,0.05223859997931868
CricketZ,discovery,390,390,300,12,wavelet_minirocket,0.8179487179487179,0.8089967179240025,0.8062212897391635,1.1218560000415891,0.34541740000713617,0.016111799981445074,9996,0.4886422000126913
CricketZ,discovery,390,390,300,12,hcrd_minirocket,0.7538461538461538,0.7467947316486403,0.7409796194302357,1.045831400086172,0.2623728000326082,0.015991699998266995,9996,43.474713400006294
CricketZ,discovery,390,390,300,12,hcrd_energy,0.4128205128205128,0.4083751828977755,0.373921932986164,0.0,0.03198369999881834,0.000763599993661046,85,43.474713400006294
CricketZ,discovery,390,390,300,12,hcrd_structure,0.4512820512820513,0.44787185457741,0.43737743166055326,0.0,0.10053950001019984,0.0031336999963968992,595,43.474713400006294
CricketZ,discovery,390,390,300,12,hcrd_hybrid,0.7589743589743589,0.7510972744039961,0.7463158278005085,1.045831400086172,0.24436460004653782,0.03052709996700287,10591,43.474713400006294
DistalPhalanxOutlineCorrect,discovery,600,276,80,2,raw_minirocket,0.7789855072463768,0.7546583850931677,0.7613641195730748,0.10892979998607188,0.42237050004769117,0.01098030002322048,9996,0.0572132000233978
DistalPhalanxOutlineCorrect,discovery,600,276,80,2,wavelet_minirocket,0.7934782608695652,0.7745341614906832,0.7805459846276173,0.2679910999722779,0.4146409999812022,0.009570199996232986,9996,0.4050049000652507
DistalPhalanxOutlineCorrect,discovery,600,276,80,2,hcrd_minirocket,0.7536231884057971,0.7316770186335404,0.7366855603569225,0.343365199980326,0.4310110999504104,0.008361599990166724,9996,28.071043699979782
DistalPhalanxOutlineCorrect,discovery,600,276,80,2,hcrd_energy,0.6956521739130435,0.675776397515528,0.6783573806881242,0.0,0.028612199937924743,0.0005357000045478344,85,28.071043699979782
DistalPhalanxOutlineCorrect,discovery,600,276,80,2,hcrd_structure,0.7065217391304348,0.6714285714285715,0.6724635557834591,0.0,0.17477709997911006,0.0014631000813096762,595,28.071043699979782
DistalPhalanxOutlineCorrect,discovery,600,276,80,2,hcrd_hybrid,0.7572463768115942,0.7335403726708074,0.7389868307761797,0.343365199980326,0.5065318000270054,0.017569200019352138,10591,28.071043699979782
DistalPhalanxTW,discovery,400,139,80,6,raw_minirocket,0.6762589928057554,0.5098871644924277,0.4966382837289489,0.0764792999252677,0.22551979997660965,0.005397100001573563,9996,0.0219039999647066
DistalPhalanxTW,discovery,400,139,80,6,wavelet_minirocket,0.6618705035971223,0.4842929974508922,0.46753329684364164,0.17436330008786172,0.22941559995524585,0.005677000037394464,9996,0.23595660005230457
DistalPhalanxTW,discovery,400,139,80,6,hcrd_minirocket,0.6690647482014388,0.5016119358224621,0.48976917327306646,0.18666700005996972,0.25236789998598397,0.006097399978898466,9996,23.64154289988801
DistalPhalanxTW,discovery,400,139,80,6,hcrd_energy,0.6258992805755396,0.3938746438746439,0.34933579878935067,0.0,0.03406360000371933,0.0006336999358609319,85,23.64154289988801
DistalPhalanxTW,discovery,400,139,80,6,hcrd_structure,0.6330935251798561,0.39766081871345027,0.35860351769442683,0.0,0.10477380000520498,0.0009447999764233828,595,23.64154289988801
DistalPhalanxTW,discovery,400,139,80,6,hcrd_hybrid,0.6618705035971223,0.4973384315489578,0.4866908925969821,0.18666700005996972,0.32647349999751896,0.011795700062066317,10591,23.64154289988801
ECG5000,discovery,500,4500,140,5,raw_minirocket,0.9446666666666667,0.5438907561514832,0.5823624249301542,0.349110999959521,0.2589903000043705,0.11734750005416572,9996,0.17622380005195737
ECG5000,discovery,500,4500,140,5,wavelet_minirocket,0.946,0.542866192947684,0.5770673283114942,1.9732888999860734,0.2952654999680817,0.12855070002842695,9996,1.5254345999564976
ECG5000,discovery,500,4500,140,5,hcrd_minirocket,0.9417777777777778,0.49725925260391196,0.5390384207134058,1.8541011000052094,0.2600744999945164,0.11254879995249212,9996,44.51874830003362
ECG5000,discovery,500,4500,140,5,hcrd_energy,0.9104444444444444,0.3958232579105831,0.39061390656204625,0.0,0.024959999951533973,0.002891100011765957,85,44.51874830003362
ECG5000,discovery,500,4500,140,5,hcrd_structure,0.9237777777777778,0.41588135233531964,0.4206826114274259,0.0,0.11087900004349649,0.012516199960373342,595,44.51874830003362
ECG5000,discovery,500,4500,140,5,hcrd_hybrid,0.9406666666666667,0.4868467426516732,0.5179972331412166,1.8541011000052094,0.266323099960573,0.2758004000643268,10591,44.51874830003362
EOGHorizontalSignal,discovery,362,362,1250,12,raw_minirocket,0.5911602209944752,0.5919880113706588,0.5943594455145075,0.49296389997471124,0.18175980006344616,0.011888899956829846,9996,0.024368199985474348
EOGHorizontalSignal,discovery,362,362,1250,12,wavelet_minirocket,0.5441988950276243,0.5454702756148807,0.53411612909298,6.331817899947055,0.20637050003279,0.012303499970585108,9996,0.2563417999772355
EOGHorizontalSignal,discovery,362,362,1250,12,hcrd_minirocket,0.5939226519337016,0.5953992089976518,0.5972179299651065,7.101565800025128,0.2255501999752596,0.013325899955816567,9996,43.941004000022076
EOGHorizontalSignal,discovery,362,362,1250,12,hcrd_energy,0.2983425414364641,0.29967556544308493,0.275469926851098,0.0,0.028924199985340238,0.0006671999581158161,85,43.941004000022076
EOGHorizontalSignal,discovery,362,362,1250,12,hcrd_structure,0.38950276243093923,0.39114448152267944,0.3756328875827099,0.0,0.08862349996343255,0.0020862000528723,595,43.941004000022076
EOGHorizontalSignal,discovery,362,362,1250,12,hcrd_hybrid,0.5718232044198895,0.5728958101594365,0.5746190583813946,7.101565800025128,0.19402689998969436,0.022499199956655502,10591,43.941004000022076
EthanolLevel,discovery,504,500,1751,4,raw_minirocket,0.592,0.5925819252432156,0.5724855340507691,1.024422400048934,0.3330544999334961,0.0189570999937132,9996,0.056720900000073016
EthanolLevel,discovery,504,500,1751,4,wavelet_minirocket,0.592,0.592773937532002,0.579575336718194,17.695932399947196,0.32394619996193796,0.01571250008419156,9996,0.6172626999905333
EthanolLevel,discovery,504,500,1751,4,hcrd_minirocket,0.488,0.48873527905785974,0.47562827129960755,16.353811800014228,0.2822732999920845,0.01605299999937415,9996,98.13054829998873
EthanolLevel,discovery,504,500,1751,4,hcrd_energy,0.298,0.2979710701484895,0.2967871077403438,0.0,0.029322899994440377,0.0007885000668466091,85,98.13054829998873
EthanolLevel,discovery,504,500,1751,4,hcrd_structure,0.288,0.28805043522785456,0.2880303657377602,0.0,0.12462809996213764,0.0021111000096425414,595,98.13054829998873
EthanolLevel,discovery,504,500,1751,4,hcrd_hybrid,0.482,0.48284690220174087,0.46807670779760285,16.353811800014228,0.32406400004401803,0.03409899992402643,10591,98.13054829998873
FiftyWords,discovery,450,455,270,50,raw_minirocket,0.843956043956044,0.7551323869628823,0.7441754879369294,0.2127710001077503,0.26327640004456043,0.018433399964123964,9996,0.030518700019456446
FiftyWords,discovery,450,455,270,50,wavelet_minirocket,0.778021978021978,0.6289154131558157,0.6119849739256025,0.8152272999286652,0.2403833999997005,0.015095100039616227,9996,0.3156259999377653
FiftyWords,discovery,450,455,270,50,hcrd_minirocket,0.7208791208791209,0.5594772145295365,0.5429146175610683,0.7575845000101253,0.28104379994329065,0.016137200058437884,9996,37.110856100101955
FiftyWords,discovery,450,455,270,50,hcrd_energy,0.2021978021978022,0.04253925254312251,0.0220456349969035,0.0,0.032694699941203,0.0008584000170230865,85,37.110856100101955
FiftyWords,discovery,450,455,270,50,hcrd_structure,0.4021978021978022,0.17156306112188469,0.1526735229909627,0.0,0.13166700000874698,0.0027866000309586525,595,37.110856100101955
FiftyWords,discovery,450,455,270,50,hcrd_hybrid,0.7186813186813187,0.5553105478628698,0.5338650044739546,0.7575845000101253,0.2585227000527084,0.03011029993649572,10591,37.110856100101955
Fish,discovery,175,175,463,7,raw_minirocket,0.9714285714285714,0.9729650480882007,0.9718233314675243,0.15957989997696131,0.07077710004523396,0.007074899971485138,9996,0.01488249993417412
Fish,discovery,175,175,463,7,wavelet_minirocket,0.9542857142857143,0.955417119825987,0.9530923468253462,0.5168514000251889,0.06963220005854964,0.007044300087727606,9996,0.16740140004549176
Fish,discovery,175,175,463,7,hcrd_minirocket,0.92,0.9215794468257522,0.9188320083278066,0.4822361000115052,0.07533260004129261,0.0075576999224722385,9996,19.990209299954586
Fish,discovery,175,175,463,7,hcrd_energy,0.5828571428571429,0.5844869170238628,0.5731620889854396,0.0,0.02362250001169741,0.0005240000318735838,85,19.990209299954586
Fish,discovery,175,175,463,7,hcrd_structure,0.7771428571428571,0.7793465975731985,0.7662858545253769,0.0,0.014077799976803362,0.001083899987861514,595,19.990209299954586
Fish,discovery,175,175,463,7,hcrd_hybrid,0.9142857142857143,0.9156270658733712,0.9119906226178003,0.4822361000115052,0.06609939993359149,0.010201600030995905,10591,19.990209299954586
FordB,discovery,3636,810,500,2,raw_minirocket,0.8123456790123457,0.8123029833728637,0.8123170731707317,1.1674255999969319,10.594252100097947,0.02494559995830059,9996,0.13675669999793172
FordB,discovery,3636,810,500,2,wavelet_minirocket,0.8209876543209876,0.8209092183965514,0.8209415319599165,7.37089800008107,11.522366699995473,0.029670500080101192,9996,1.3726037999149412
FordB,discovery,3636,810,500,2,hcrd_minirocket,0.7975308641975308,0.7974379454786018,0.7974703615163194,7.552113999961875,12.371461099945009,0.034645200008526444,9996,50.0245798000833
FordB,discovery,3636,810,500,2,hcrd_energy,0.6765432098765433,0.6748532092751007,0.6659867414584395,0.0,0.09719080000650138,0.0010649999603629112,85,50.0245798000833
FordB,discovery,3636,810,500,2,hcrd_structure,0.7098765432098766,0.7083971001591376,0.702564647460588,0.0,1.0239594000158831,0.006013499922119081,595,50.0245798000833
FordB,discovery,3636,810,500,2,hcrd_hybrid,0.7987654320987654,0.7986848282716192,0.7987135842032165,7.552113999961875,14.41158740001265,0.06522790004964918,10591,50.0245798000833
FreezerRegularTrain,discovery,150,2850,301,2,raw_minirocket,0.9996491228070176,0.9996491228070176,0.9996491227638193,0.5225738999433815,0.07340349990408868,0.08520249999128282,9996,0.15502519998699427
FreezerRegularTrain,discovery,150,2850,301,2,wavelet_minirocket,0.9978947368421053,0.9978947368421052,0.9978947358053485,3.3968483000062406,0.08095650002360344,0.1019596999976784,9996,1.7806855000089854
FreezerRegularTrain,discovery,150,2850,301,2,hcrd_minirocket,0.9985964912280701,0.9985964912280701,0.9985964884633813,3.2032863000640646,0.08285170001909137,0.10070400009863079,9996,80.51789579994511
FreezerRegularTrain,discovery,150,2850,301,2,hcrd_energy,0.9101754385964912,0.9101754385964913,0.910036503280659,0.0,0.020557700074277818,0.0026984000578522682,85,80.51789579994511
FreezerRegularTrain,discovery,150,2850,301,2,hcrd_structure,0.9529824561403509,0.9529824561403508,0.9529540750960875,0.0,0.014921699999831617,0.01319229998625815,595,80.51789579994511
FreezerRegularTrain,discovery,150,2850,301,2,hcrd_hybrid,0.9863157894736843,0.9863157894736843,0.9863132265210881,3.2032863000640646,0.0849570999853313,0.22796010004822165,10591,80.51789579994511
FreezerSmallTrain,discovery,28,2850,301,2,raw_minirocket,0.9480701754385965,0.9480701754385965,0.9479516545154716,0.4386354999151081,0.012634000042453408,0.0806814000243321,9996,0.10945920005906373
FreezerSmallTrain,discovery,28,2850,301,2,wavelet_minirocket,0.8919298245614035,0.8919298245614036,0.8917744114170228,2.3012298999819905,0.015961600001901388,0.08861029997933656,9996,0.942542799981311
FreezerSmallTrain,discovery,28,2850,301,2,hcrd_minirocket,0.9487719298245614,0.9487719298245614,0.9487719298245614,2.503191899973899,0.015025899978354573,0.08789720002096146,9996,53.197175099980086
FreezerSmallTrain,discovery,28,2850,301,2,hcrd_energy,0.7214035087719298,0.7214035087719298,0.7197939930488999,0.0,0.003334500011987984,0.0017215999541804194,85,53.197175099980086
FreezerSmallTrain,discovery,28,2850,301,2,hcrd_structure,0.82,0.8200000000000001,0.8194520990815959,0.0,0.0033820000244304538,0.010204300051555037,595,53.197175099980086
FreezerSmallTrain,discovery,28,2850,301,2,hcrd_hybrid,0.9442105263157895,0.9442105263157894,0.9442068926372675,2.503191899973899,0.012633199919946492,0.16721910005435348,10591,53.197175099980086
GunPointAgeSpan,discovery,135,316,150,2,raw_minirocket,0.9936708860759493,0.9936698717948718,0.9936698717948718,0.09661919996142387,0.052787600085139275,0.010182199999690056,9996,0.015255100093781948
GunPointAgeSpan,discovery,135,316,150,2,wavelet_minirocket,0.990506329113924,0.9905448717948718,0.9905054733742626,0.2702272000024095,0.057708000065758824,0.009496999904513359,9996,0.12950779998209327
GunPointAgeSpan,discovery,135,316,150,2,hcrd_minirocket,0.9841772151898734,0.9842147435897436,0.9841757889571043,0.28176420007366687,0.05601209995802492,0.009790100040845573,9996,17.413414899958298
GunPointAgeSpan,discovery,135,316,150,2,hcrd_energy,0.819620253164557,0.8203525641025641,0.8192128955847076,0.0,0.020959499990567565,0.0006169000407680869,85,17.413414899958298
GunPointAgeSpan,discovery,135,316,150,2,hcrd_structure,0.939873417721519,0.9401442307692307,0.9398679980369966,0.0,0.010964599903672934,0.0017406000988557935,595,17.413414899958298
GunPointAgeSpan,discovery,135,316,150,2,hcrd_hybrid,0.9810126582278481,0.9810096153846153,0.9810096153846153,0.28176420007366687,0.04647609998937696,0.016971500008367002,10591,17.413414899958298
GunPointMaleVersusFemale,discovery,135,316,150,2,raw_minirocket,1.0,1.0,1.0,0.07914350007195026,0.04885190003551543,0.01057869999203831,9996,0.015296000055968761
GunPointMaleVersusFemale,discovery,135,316,150,2,wavelet_minirocket,1.0,1.0,1.0,0.23536849999800324,0.04964550002478063,0.010717800003476441,9996,0.13483250001445413
GunPointMaleVersusFemale,discovery,135,316,150,2,hcrd_minirocket,1.0,1.0,1.0,0.2707155999960378,0.06500090006738901,0.010791799984872341,9996,16.86482569994405
GunPointMaleVersusFemale,discovery,135,316,150,2,hcrd_energy,0.9208860759493671,0.9192369477911646,0.9203877820439177,0.0,0.024044399964623153,0.000712699955329299,85,16.86482569994405
GunPointMaleVersusFemale,discovery,135,316,150,2,hcrd_structure,0.9715189873417721,0.9719277108433735,0.9714707033013332,0.0,0.010322100017219782,0.0014417000347748399,595,16.86482569994405
GunPointMaleVersusFemale,discovery,135,316,150,2,hcrd_hybrid,1.0,1.0,1.0,0.2707155999960378,0.05269759998191148,0.019356300006620586,10591,16.86482569994405
GunPointOldVersusYoung,discovery,136,315,150,2,raw_minirocket,0.9904761904761905,0.99,0.9904449904449905,0.09927949996199459,0.04955039999913424,0.010711499955505133,9996,0.016617999994195998
GunPointOldVersusYoung,discovery,136,315,150,2,wavelet_minirocket,0.9904761904761905,0.99,0.9904449904449905,0.2691957999486476,0.053108899970538914,0.010487499996088445,9996,0.15292489994317293
GunPointOldVersusYoung,discovery,136,315,150,2,hcrd_minirocket,0.9873015873015873,0.9866666666666667,0.9872552192911475,0.284125900012441,0.057163799996487796,0.012178499950096011,9996,17.875664500053972
GunPointOldVersusYoung,discovery,136,315,150,2,hcrd_energy,0.9111111111111111,0.9115151515151516,0.9110025831449791,0.0,0.019216699991375208,0.0005747000686824322,85,17.875664500053972
GunPointOldVersusYoung,discovery,136,315,150,2,hcrd_structure,0.9619047619047619,0.9621212121212122,0.9618397674042966,0.0,0.010494999936781824,0.001829399960115552,595,17.875664500053972
GunPointOldVersusYoung,discovery,136,315,150,2,hcrd_hybrid,0.9841269841269841,0.9836363636363636,0.9840749840749841,0.284125900012441,0.04894540004897863,0.01692009996622801,10591,17.875664500053972
Herring,discovery,64,64,512,2,raw_minirocket,0.71875,0.714574898785425,0.7117117117117118,0.11944199993740767,0.03117299999576062,0.0026882000965997577,9996,0.004879300016909838
Herring,discovery,64,64,512,2,wavelet_minirocket,0.640625,0.6244939271255061,0.6251591545709193,0.29343319998588413,0.02393250004388392,0.0028300000121816993,9996,0.04322310001589358
Herring,discovery,64,64,512,2,hcrd_minirocket,0.625,0.5931174089068826,0.5927889713679746,0.2753525000298396,0.030597099917940795,0.0025772000662982464,9996,18.50661099993158
Herring,discovery,64,64,512,2,hcrd_energy,0.578125,0.492914979757085,0.3981191222570533,0.0,0.00479129992891103,0.0003926999634131789,85,18.50661099993158
Herring,discovery,64,64,512,2,hcrd_structure,0.59375,0.5303643724696356,0.4975845410628019,0.0,0.00434260000474751,0.0006034000543877482,595,18.50661099993158
Herring,discovery,64,64,512,2,hcrd_hybrid,0.625,0.5991902834008097,0.6,0.2753525000298396,0.023963999934494495,0.006496499991044402,10591,18.50661099993158
InsectEPGRegularTrain,discovery,62,249,601,3,raw_minirocket,0.9919678714859438,0.9892386333064299,0.9892386333064299,0.21019070001784712,0.021422300022095442,0.007814999902620912,9996,0.014253800036385655
InsectEPGRegularTrain,discovery,62,249,601,3,wavelet_minirocket,1.0,1.0,1.0,0.5987488999962807,0.029663700028322637,0.012574100052006543,9996,0.12289749993942678
InsectEPGRegularTrain,discovery,62,249,601,3,hcrd_minirocket,0.9718875502008032,0.9588589323877841,0.9679838401782722,0.7844514999305829,0.031772300018928945,0.011465899995528162,9996,26.014878100017086
InsectEPGRegularTrain,discovery,62,249,601,3,hcrd_energy,0.8433734939759037,0.7477230338590078,0.7588420838420838,0.0,0.005797700025141239,0.0006426000036299229,85,26.014878100017086
InsectEPGRegularTrain,discovery,62,249,601,3,hcrd_structure,0.8393574297188755,0.7476595538869392,0.7589100937772816,0.0,0.010996400029398501,0.003943599993363023,595,26.014878100017086
InsectEPGRegularTrain,discovery,62,249,601,3,hcrd_hybrid,0.9759036144578314,0.9626042507398439,0.971226268285092,0.7844514999305829,0.02955189999192953,0.0204046000726521,10591,26.014878100017086
ItalyPowerDemand,discovery,67,1029,24,2,raw_minirocket,0.9650145772594753,0.9650086132644272,0.9650137512088974,0.07284429995343089,0.0329670999199152,0.044266900047659874,9996,0.04823499999474734
ItalyPowerDemand,discovery,67,1029,24,2,wavelet_minirocket,0.9659863945578231,0.966000271997824,0.965986266063615,0.12611849990207702,0.038883900037035346,0.03852740000002086,9996,0.46562590007670224
ItalyPowerDemand,discovery,67,1029,24,2,hcrd_minirocket,0.93488824101069,0.9349301872251689,0.9348793847531447,0.1294090999290347,0.03490339999552816,0.03838789998553693,9996,23.422544999979436
ItalyPowerDemand,discovery,67,1029,24,2,hcrd_energy,0.7366375121477162,0.7367684391858198,0.7361550943556895,0.0,0.005087199970148504,0.0008341999491676688,85,23.422544999979436
ItalyPowerDemand,discovery,67,1029,24,2,hcrd_structure,0.814382896015549,0.8144464844281245,0.814312748655806,0.0,0.007683400064706802,0.00556769990362227,595,23.422544999979436
ItalyPowerDemand,discovery,67,1029,24,2,hcrd_hybrid,0.9358600583090378,0.9359048460945645,0.9358498193963758,0.1294090999290347,0.03542379999998957,0.07483310007955879,10591,23.422544999979436
Lightning7,discovery,70,73,319,7,raw_minirocket,0.8082191780821918,0.7984544695071012,0.7918218623481781,0.1477988000260666,0.03512120002415031,0.0046227999264374375,9996,0.01036690000910312
Lightning7,discovery,70,73,319,7,wavelet_minirocket,0.821917808219178,0.8167084377610693,0.8137789368133256,0.2806505999760702,0.0539748000446707,0.0053023999789729714,9996,0.06540700001642108
Lightning7,discovery,70,73,319,7,hcrd_minirocket,0.7123287671232876,0.6948621553884712,0.6932789432789433,0.32601079996675253,0.05416279996279627,0.013674700050614774,9996,26.76776869990863
Lightning7,discovery,70,73,319,7,hcrd_energy,0.4520547945205479,0.4087301587301587,0.3180521091811414,0.0,0.009776600054465234,0.0008580998983234167,85,26.76776869990863
Lightning7,discovery,70,73,319,7,hcrd_structure,0.4931506849315068,0.4627401837928154,0.42155780727209297,0.0,0.006530600017867982,0.0007785999914631248,595,26.76776869990863
Lightning7,discovery,70,73,319,7,hcrd_hybrid,0.7123287671232876,0.6948621553884712,0.6932789432789433,0.32601079996675253,0.051233000005595386,0.010963500011712313,10591,26.76776869990863
Mallat,discovery,55,2345,1024,8,raw_minirocket,0.947547974413646,0.9478637487367627,0.9470505822072466,2.088542899931781,0.03577039996162057,0.1217723999870941,9996,0.1690340000204742
Mallat,discovery,55,2345,1024,8,wavelet_minirocket,0.9390191897654584,0.9395111391012647,0.9383716063630817,31.262123799999245,0.02911210001911968,0.09573589998763055,9996,1.7965016999514773
Mallat,discovery,55,2345,1024,8,hcrd_minirocket,0.9155650319829425,0.9162762671596627,0.9142500242911342,24.65652570000384,0.031232000095769763,0.09265529992990196,9996,57.452374599990435
Mallat,discovery,55,2345,1024,8,hcrd_energy,0.6861407249466951,0.6877240843073251,0.6578275640066151,0.0,0.012458999990485609,0.004826800082810223,85,57.452374599990435
Mallat,discovery,55,2345,1024,8,hcrd_structure,0.8059701492537313,0.8074008757830069,0.7906686172062423,0.0,0.005314199952408671,0.010166399995796382,595,57.452374599990435
Mallat,discovery,55,2345,1024,8,hcrd_hybrid,0.9155650319829425,0.9163006534004361,0.9141809793541427,24.65652570000384,0.024319399963133037,0.1706823999993503,10591,57.452374599990435
MedicalImages,discovery,381,760,99,10,raw_minirocket,0.7960526315789473,0.7287308889512709,0.7476437919050769,0.14296940003987402,0.238669199985452,0.03512100002262741,9996,0.043726000003516674
MedicalImages,discovery,381,760,99,10,wavelet_minirocket,0.775,0.7011095086128293,0.7045181084469093,0.4733208999969065,0.24152539996430278,0.02410269994288683,9996,0.4720033999765292
MedicalImages,discovery,381,760,99,10,hcrd_minirocket,0.7907894736842105,0.7070299274284919,0.7221493252037188,0.4768181999679655,0.2206498000305146,0.022100500063970685,9996,23.257691800012253
